Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Zakaria Aboukhlal,ma MAR,"FW,MF",Torino,it Serie A,25.0,2000,8,1,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,8,4,9,0.00,0.09,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,0,2,2,100.0,1.05,1.05,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,25,39,64.1,386,129,0,0.0,0.0,0.0,0,1,1,1,4,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,39,37,2,0,0,0,4,1,0,0,0,0,25,0,3,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,2,1.05,1,1,0,0,0,0,0,0.00,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,9,5,4,3,2,8,87.5,1,2,0,2,0,9,0,0,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,66,3,9,32,30,7,66,8,2,25.0,5,62.5,46,363,256,8,6,2,6,3,48,9,12,ma MAR,"FW,MF",it Serie A,25-297,2000,8,172,22,13.7,1.9,1,45,0,7,18,3,0.50,0,8,-8,-4.19,-3.86,1.8,3.9,-2.0,-1.07,11,ma MAR,"FW,MF",it Serie A,25-297,2000,1.9,1,0,0,4,6,3,4,0,5,0,0,0,9,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Abdel Abqar,ma MAR,DF,Getafe,es La Liga,26.0,1999,9,7,600,6.7,0,1,1,0,0,0,5,0,0.2,0.2,0.4,0.6,3,9,0,0.15,0.09,12,ma MAR,DF,es La Liga,26-277,1999,6.7,0,6,1,16.7,0.90,0.15,0.00,0.00,13.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,12,ma MAR,DF,es La Liga,26-277,1999,6.7,145,206,70.4,3390,1061,1,0.4,0.3,+0.6,2,11,0,0,9,12,ma MAR,DF,es La Liga,26-277,1999,6.7,206,194,12,10,0,8,1,2,0,0,0,0,145,0,1,12,ma MAR,DF,es La Liga,26-277,1999,6.7,2,0.30,1,0,0,0,1,0,1,0.15,12,ma MAR,DF,es La Liga,26-277,1999,6.7,21,12,15,6,0,15,86.7,2,10,4,6,8,29,34,0,12,ma MAR,DF,es La Liga,26-277,1999,6.7,304,23,149,141,14,7,304,4,1,25.0,3,75.0,114,516,243,3,1,0,6,1,130,0,13,ma MAR,DF,es La Liga,26-277,1999,9,600,67,44.4,6.7,7,77,3,2,31,0,0.89,7,8,-1,-0.15,+0.21,4.1,7.3,-3.2,-0.48,12,ma MAR,DF,es La Liga,26-277,1999,6.7,5,0,0,8,16,1,1,8,12,0,0,0,27,9,4,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Francis Abu,gh GHA,MF,Toulouse,fr Ligue 1,24.0,2001,8,7,526,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,1,20,10,0.00,0.03,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,0,6,0,0.0,1.03,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,197,238,82.8,2960,801,0,0.0,0.2,0.0,1,15,2,0,20,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,238,234,4,4,0,1,0,0,0,0,0,0,197,0,3,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,7,1.20,6,0,0,1,0,0,0,0.00,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,19,14,7,10,2,12,66.7,4,8,3,5,8,27,10,2,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,297,12,81,180,39,6,297,4,3,75.0,1,25.0,145,439,157,1,2,0,2,4,169,10,14,gh GHA,MF,fr Ligue 1,24-229,2001,8,526,66,39.0,5.8,7,69,1,1,45,1,1.13,10,7,+3,+0.51,+0.62,8.0,6.7,+1.3,+0.22,13,gh GHA,MF,fr Ligue 1,24-229,2001,5.8,2,0,0,5,4,0,0,8,14,0,0,0,33,7,2,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Giorgi Abuashvili,ge GEO,"FW,MF",Metz,fr Ligue 1,22.0,2003,9,4,282,3.1,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,10,9,17,0.32,0.15,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,1,9,4,44.4,2.87,1.28,0.11,0.25,24.6,0,0,0,0.3,0.3,0.03,+0.7,+0.7,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,96,120,80.0,1658,379,0,0.2,0.4,-0.2,3,8,2,1,9,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,120,106,14,1,2,2,15,5,8,4,3,0,96,0,2,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,7,2.23,2,2,1,1,0,1,1,0.32,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,9,5,6,3,0,8,50.0,4,5,1,4,1,10,4,0,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,167,6,35,77,56,5,167,11,3,27.3,8,72.7,93,516,310,10,5,2,5,9,106,17,15,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,9,282,31,20.9,3.1,4,57,0,5,11,5,0.89,6,10,-4,-1.28,-0.01,5.1,8.9,-3.8,-1.22,14,ge GEO,"FW,MF",fr Ligue 1,22-307,2003,3.1,1,0,0,3,3,0,15,1,5,0,0,0,14,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988,10,10,863,9.6,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.8,6,34,0,0.10,0.08,15,it ITA,DF,it Serie A,37-305,1988,9.6,0,3,1,33.3,0.31,0.10,0.00,0.00,8.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,15,it ITA,DF,it Serie A,37-305,1988,9.6,541,572,94.6,10219,2666,1,0.4,0.8,+0.6,3,22,2,1,34,15,it ITA,DF,it Serie A,37-305,1988,9.6,572,562,10,7,0,0,1,1,0,0,0,0,541,0,5,15,it ITA,DF,it Serie A,37-305,1988,9.6,8,0.83,7,0,0,1,0,0,1,0.10,15,it ITA,DF,it Serie A,37-305,1988,9.6,7,5,4,2,1,2,50.0,1,14,11,3,15,22,59,0,15,it ITA,DF,it Serie A,37-305,1988,9.6,690,71,312,344,34,8,690,1,1,100.0,0,0.0,342,1452,795,6,7,0,7,0,480,0,16,it ITA,DF,it Serie A,37-305,1988,10,863,86,68.5,9.6,10,86,7,0,,4,1.80,19,11,+8,+0.83,-1.66,14.2,10.5,+3.7,+0.38,15,it ITA,DF,it Serie A,37-305,1988,9.6,2,0,0,11,8,2,1,15,5,0,0,0,32,32,17,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Ragnar Ache,de GER,FW,Köln,de Bundesliga,27.0,1998,12,3,436,4.8,1,3,4,1,0,0,1,0,2.4,2.4,1.1,3.6,3,10,12,0.83,0.74,16,de GER,FW,de Bundesliga,27-137,1998,4.8,1,12,4,33.3,2.48,0.83,0.08,0.25,14.1,0,0,0,2.4,2.4,0.20,-1.4,-1.4,16,de GER,FW,de Bundesliga,27-137,1998,4.8,61,94,64.9,852,194,3,1.1,0.4,+1.9,9,7,3,0,10,16,de GER,FW,de Bundesliga,27-137,1998,4.8,94,88,6,0,0,0,0,0,0,0,0,0,61,0,2,16,de GER,FW,de Bundesliga,27-137,1998,4.8,17,3.52,9,0,2,3,3,0,4,0.83,16,de GER,FW,de Bundesliga,27-137,1998,4.8,5,3,0,3,2,4,25.0,3,2,0,2,0,5,13,0,16,de GER,FW,de Bundesliga,27-137,1998,4.8,164,14,21,69,75,25,164,8,2,25.0,5,62.5,61,267,112,3,6,0,17,7,118,12,17,de GER,FW,de Bundesliga,27-137,1998,12,436,36,37.3,4.8,3,70,0,9,25,0,1.25,10,12,-2,-0.41,-0.78,8.6,9.0,-0.4,-0.08,16,de GER,FW,de Bundesliga,27-137,1998,4.8,1,0,0,6,12,3,0,0,3,1,0,0,11,39,22,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,19.0,2006,5,4,349,3.9,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,4,11,0,0.26,0.16,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,1,3,2,66.7,0.77,0.52,0.33,0.50,8.1,0,0,0,0.6,0.6,0.20,+0.4,+0.4,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,273,296,92.2,4588,1044,0,0.0,0.0,0.0,0,8,0,0,11,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,296,284,12,7,0,0,0,1,0,0,0,0,273,0,2,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,0,0.00,0,0,0,0,0,0,0,0.00,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,2,2,1,1,0,2,50.0,1,6,2,4,7,9,13,4,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,330,28,133,179,21,4,330,9,8,88.9,0,0.0,241,1151,622,4,5,0,0,3,255,0,18,eng ENG,DF,eng Premier League,19-221,2006,5,349,70,25.9,3.9,4,78,1,1,37,9,1.40,4,5,-1,-0.26,-1.25,4.4,7.3,-2.9,-0.74,17,eng ENG,DF,eng Premier League,19-221,2006,3.9,0,0,0,1,5,0,0,7,2,0,0,0,16,9,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000,13,7,762,8.5,2,1,3,2,0,0,1,0,2.9,2.9,0.2,3.0,13,7,35,0.35,0.36,18,ng NGA,FW,es La Liga,25-317,2000,8.5,2,22,10,45.5,2.60,1.18,0.09,0.20,14.8,0,0,0,2.9,2.9,0.13,-0.9,-0.9,18,ng NGA,FW,es La Liga,25-317,2000,8.5,79,133,59.4,1262,168,1,0.2,0.2,+0.8,3,4,2,0,7,18,ng NGA,FW,es La Liga,25-317,2000,8.5,133,123,10,0,0,0,6,0,0,0,0,0,79,0,8,18,ng NGA,FW,es La Liga,25-317,2000,8.5,9,1.06,6,0,1,2,0,0,0,0.00,18,ng NGA,FW,es La Liga,25-317,2000,8.5,4,2,2,1,1,2,50.0,1,7,1,6,0,4,11,1,18,ng NGA,FW,es La Liga,25-317,2000,8.5,213,10,24,90,104,42,213,13,8,61.5,5,38.5,102,551,255,13,4,8,18,10,156,35,19,ng NGA,FW,es La Liga,25-317,2000,13,762,59,56.4,8.5,7,90,7,6,22,0,1.00,10,16,-6,-0.71,-1.01,8.0,15.3,-7.4,-0.87,18,ng NGA,FW,es La Liga,25-317,2000,8.5,1,0,0,12,3,22,6,0,2,0,0,0,16,24,22,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Che Adams,sct SCO,"FW,MF",Torino,it Serie A,29.0,1996,13,6,657,7.3,3,0,3,3,0,0,0,0,2.1,2.1,0.4,2.5,5,11,46,0.41,0.34,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,3,21,8,38.1,2.88,1.10,0.14,0.38,21.3,0,0,0,2.1,2.1,0.10,+0.9,+0.9,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,128,174,73.6,2221,412,0,0.4,0.4,-0.4,6,10,3,1,11,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,174,165,7,1,0,6,8,0,1,0,0,0,128,2,8,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,16,2.19,13,0,1,1,1,0,0,0.00,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,5,4,3,1,1,4,25.0,3,1,0,1,1,6,6,0,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,246,7,24,100,123,27,246,15,7,46.7,8,53.3,144,619,157,5,6,3,17,9,184,46,20,sct SCO,"FW,MF",it Serie A,29-152,1996,13,657,51,52.1,7.3,6,75,1,7,30,0,1.08,9,10,-1,-0.14,+1.50,9.6,10.7,-1.1,-0.16,19,sct SCO,"FW,MF",it Serie A,29-152,1996,7.3,0,0,0,4,7,3,8,1,4,0,0,0,19,7,18,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999,14,14,1191,13.2,2,1,3,2,0,0,5,0,0.5,0.5,0.1,0.5,12,61,7,0.23,0.04,20,us USA,MF,eng Premier League,26-301,1999,13.2,2,8,6,75.0,0.60,0.45,0.25,0.33,23.5,0,0,0,0.5,0.5,0.06,+1.5,+1.5,20,us USA,MF,eng Premier League,26-301,1999,13.2,604,693,87.2,10191,2497,1,0.1,0.3,+0.9,2,59,1,0,61,20,us USA,MF,eng Premier League,26-301,1999,13.2,693,669,24,22,1,2,0,2,0,0,0,0,604,0,10,20,us USA,MF,eng Premier League,26-301,1999,13.2,13,0.98,12,0,0,0,0,1,3,0.23,20,us USA,MF,eng Premier League,26-301,1999,13.2,35,16,14,15,6,36,63.9,13,20,4,16,21,56,26,1,20,us USA,MF,eng Premier League,26-301,1999,13.2,848,49,236,496,123,7,848,10,4,40.0,5,50.0,455,2112,1048,12,17,0,16,5,502,7,21,us USA,MF,eng Premier League,26-301,1999,14,1191,85,88.2,13.2,14,85,7,0,,0,1.36,16,23,-7,-0.53,-2.79,16.7,17.6,-1.0,-0.07,20,us USA,MF,eng Premier League,26-301,1999,13.2,5,0,0,21,10,1,0,21,16,0,0,0,61,11,15,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,24.0,2001,8,7,434,4.8,1,1,2,1,0,0,1,0,1.6,1.6,1.2,2.7,2,4,26,0.41,0.57,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,1,7,3,42.9,1.45,0.62,0.14,0.33,9.6,0,0,0,1.6,1.6,0.23,-0.6,-0.6,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,47,82,57.3,621,107,1,1.2,0.2,-0.2,4,1,2,1,4,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,82,78,3,0,0,0,2,0,0,0,0,0,47,1,6,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,9,1.87,6,0,0,2,0,1,2,0.41,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,9,5,8,1,0,3,66.7,1,3,2,1,6,15,5,0,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,159,11,25,72,64,20,159,13,5,38.5,6,46.2,77,354,87,2,4,1,23,3,110,26,22,at AUT,FW,de Bundesliga,24-189,2001,8,434,54,37.1,4.8,7,61,0,1,6,5,1.25,7,4,+3,+0.62,+1.23,6.8,4.7,+2.1,+0.43,21,at AUT,FW,de Bundesliga,24-189,2001,4.8,1,0,0,9,8,5,2,6,5,0,0,0,13,23,28,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,28.0,1997,9,5,561,6.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,18,0,0.00,0.02,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,0,2,0,0.0,0.32,0.00,0.00,,5.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,523,579,90.3,9511,3716,0,0.0,0.2,0.0,0,22,2,0,18,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,579,551,25,10,3,1,0,3,0,0,0,0,523,3,4,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,3,0.48,2,0,0,1,0,0,0,0.00,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,13,6,7,5,1,3,33.3,2,4,3,1,6,19,42,1,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,649,76,317,321,11,3,649,0,0,,0,,381,1562,987,3,1,0,1,1,467,0,23,eng ENG,DF,eng Premier League,28-079,1997,9,561,62,41.6,6.2,5,90,5,4,28,2,1.78,14,9,+5,+0.80,+0.23,10.8,8.0,+2.8,+0.45,22,eng ENG,DF,eng Premier League,28-079,1997,6.2,1,0,0,5,0,1,0,6,6,0,0,0,16,31,15,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Jayden Addai,nl NED,FW,Como,it Serie A,20.0,2005,9,6,554,6.2,3,0,3,3,0,0,2,0,1.4,1.4,0.5,1.9,21,14,53,0.49,0.30,23,nl NED,FW,it Serie A,20-108,2005,6.2,3,11,6,54.5,1.79,0.97,0.27,0.50,17.7,0,0,0,1.4,1.4,0.13,+1.6,+1.6,23,nl NED,FW,it Serie A,20-108,2005,6.2,105,150,70.0,1598,339,0,0.5,0.7,-0.5,4,5,5,1,14,23,nl NED,FW,it Serie A,20-108,2005,6.2,150,147,3,1,1,2,9,1,1,0,1,0,105,0,8,23,nl NED,FW,it Serie A,20-108,2005,6.2,11,1.79,7,1,2,1,0,0,0,0.00,23,nl NED,FW,it Serie A,20-108,2005,6.2,5,2,1,3,1,3,0.0,3,5,1,4,2,7,2,0,23,nl NED,FW,it Serie A,20-108,2005,6.2,219,2,24,77,123,27,219,24,8,33.3,14,58.3,146,1036,597,21,11,10,13,15,161,53,24,nl NED,FW,it Serie A,20-108,2005,9,554,62,44.0,6.2,6,77,2,3,31,3,1.56,10,5,+5,+0.81,+0.43,9.1,7.4,+1.8,+0.29,23,nl NED,FW,it Serie A,20-108,2005,6.2,2,0,0,11,11,1,9,2,2,0,0,0,19,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Karim Adeyemi,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002,13,9,675,7.5,4,1,5,4,0,0,2,0,2.4,2.4,1.6,4.0,24,18,72,0.67,0.53,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,4,19,8,42.1,2.53,1.07,0.21,0.50,16.6,0,0,0,2.4,2.4,0.13,+1.6,+1.6,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,130,184,70.7,1771,349,1,1.6,1.7,-0.6,8,7,3,0,18,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,184,176,8,0,1,1,5,7,0,0,0,0,130,0,12,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,31,4.13,21,0,6,0,4,0,6,0.80,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,3,2,2,0,1,4,0.0,4,4,0,4,4,7,1,0,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,297,2,24,96,181,43,297,35,13,37.1,21,60.0,198,1254,645,24,17,14,30,13,226,72,26,de GER,"MF,FW",de Bundesliga,23-328,2002,13,675,52,57.7,7.5,9,70,0,4,11,0,2.15,12,4,+8,+1.07,+0.34,11.2,6.5,+4.7,+0.63,24,de GER,"MF,FW",de Bundesliga,23-328,2002,7.5,2,0,0,9,18,3,5,4,2,1,0,0,19,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Simon Adingra,ci CIV,"FW,MF",Sunderland,eng Premier League,23.0,2002,9,4,320,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,10,2,36,0.00,0.21,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,0,1,0,0.0,0.28,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,59,88,67.0,922,96,0,0.6,0.3,-0.6,5,0,4,2,2,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,88,87,1,0,1,0,17,1,0,0,0,0,59,0,10,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,8,2.25,7,0,1,0,0,0,1,0.28,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,4,3,1,2,1,3,66.7,1,2,0,2,0,4,6,0,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,127,4,17,41,69,3,127,10,4,40.0,5,50.0,90,550,303,10,4,1,6,8,95,36,27,ci CIV,"FW,MF",eng Premier League,23-345,2002,9,320,36,23.7,3.6,4,60,0,5,16,5,1.22,5,5,0,0.00,-0.09,4.0,4.4,-0.4,-0.11,25,ci CIV,"FW,MF",eng Premier League,23-345,2002,3.6,1,0,0,6,3,3,17,0,3,0,0,0,8,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,23.0,2002,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,5,5,100.0,53,25,0,0.0,0.0,0.0,0,0,0,0,0,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,5,0,1,4,0,0,5,0,0,,0,,3,5,1,0,0,0,0,0,4,0,28,gh GHA,DF,fr Ligue 1,23-113,2002,2,7,4,0.5,0.1,0,,0,2,4,6,2.00,0,0,0,0.00,+0.60,0.6,0.0,+0.5,+6.87,26,gh GHA,DF,fr Ligue 1,23-113,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
