Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,IntensityScore_abs,IntensityBand
Daniele Ragatzu,Cagliari,it Serie A,Off_MF,27,313,3.5,,,,,,,,
Baba Rahman,Mallorca,es La Liga,DF,25,108,1.2,,,,,,,,
Antonio Raillo,Mallorca,es La Liga,DF,27,2775,30.8,,,,,457.3398398870644,Top Starter,561.5397551048949,Top Starter
Ivan Rakitić,Barcelona,es La Liga,MF,31,1589,17.7,,,613.433112269882,Top Starter,,,769.5570599078342,World Class
Benito Raman,Schalke 04,de Bundesliga,FW,24,1601,17.8,365.93865110319007,Solid Squad Player,,,,,334.19433355969124,Solid Squad Player
Gastón Ramírez,Sampdoria,it Serie A,Off_MF,28,1392,15.5,598.186059964488,Top Starter,,,,,668.5781212016358,Top Starter
Sandro Ramírez,Valladolid,es La Liga,FW,24,1306,14.5,334.42002287950834,Solid Squad Player,,,,,399.5398347665885,Solid Squad Player
Iván Ramis,Eibar,es La Liga,DF,34,457,5.1,,,,,374.9960173027865,Solid Squad Player,679.1016400892345,Top Starter
Adrián Ramos,Granada,es La Liga,FW,33,226,2.5,,,,,,,,
Sergio Ramos,Real Madrid,es La Liga,DF,33,3013,33.5,,,,,609.0612095147238,Top Starter,767.6385269606347,World Class
Aaron Ramsey,Juventus,it Serie A,Off_MF,28,1051,11.7,486.79254404839725,Top Starter,,,,,741.2523099929491,Top Starter
Luca Ranieri,Fiorentina,it Serie A,DF,20,232,2.6,,,,,,,,
Andrea Ranocchia,Inter,it Serie A,DF,31,526,5.8,,,,,785.6473912754294,World Class,931.7683572422098,Exceptional
Raphinha,Rennes,fr Ligue 1,Off_MF,22,1690,18.8,598.8023279310423,Top Starter,,,,,671.0085514632566,Top Starter
Tobias Raschl,Dortmund,de Bundesliga,Off_MF,19,26,0.3,,,,,,,,
Marcus Rashford,Manchester Utd,eng Premier League,FW,21,2643,29.4,616.8434064829465,Top Starter,,,,,500.62215173257954,Top Starter
Milot Rashica,Werder Bremen,de Bundesliga,FW,23,2264,25.2,405.88811486644306,Top Starter,,,,,542.1384413919176,Top Starter
Giacomo Raspadori,Sassuolo,it Serie A,Off_MF,19,264,2.9,,,,,,,,
Raúl,Betis,es La Liga,FW,18,19,0.2,,,,,,,,
Ante Rebić,Milan,it Serie A,FW,25,1395,15.5,790.7241797784094,World Class,,,,,496.9925564725234,Top Starter
Ante Rebić,Eint Frankfurt,de Bundesliga,FW,25,90,1.0,,,,,,,,
Arkadiusz Reca,SPAL,it Serie A,DF,24,1928,21.4,,,,,536.4356723206967,Top Starter,603.4319905674334,Top Starter
Recio,Leganés,es La Liga,MF,28,1570,17.4,,,342.53583670429015,Solid Squad Player,,,657.4606825312248,Top Starter
Daishawn Redan,Hertha BSC,de Bundesliga,MF,18,21,0.2,,,,,,,,
Nathan Redmond,Southampton,eng Premier League,Off_MF,25,2762,30.7,402.05802246510217,Top Starter,,,,,696.9906167266166,Top Starter
Fabian Reese,Schalke 04,de Bundesliga,FW,21,86,1.0,,,,,,,,
Vasco Regini,Sampdoria,it Serie A,DF,28,174,1.9,,,,,,,,
Vasco Regini,Parma,it Serie A,DF,28,51,0.6,,,,,,,,
Sergio Reguilón,Sevilla,es La Liga,DF,22,2509,27.9,,,,,534.1114671555936,Top Starter,758.9773144741628,World Class
Ken Reichel,Union Berlin,de Bundesliga,DF,32,533,5.9,,,,,496.5880518421017,Top Starter,565.5132083867952,Top Starter
Jeff Reine-Adélaïde,Angers,fr Ligue 1,Off_MF,21,79,0.9,,,,,,,,
Jeff Reine-Adélaïde,Lyon,fr Ligue 1,MF,21,783,8.7,,,668.8706128508983,Top Starter,,,705.8355620204103,Top Starter
Karim Rekik,Hertha BSC,de Bundesliga,DF,24,1260,14.0,,,,,591.652498205299,Top Starter,651.2097641419612,Top Starter
Loïc Rémy,Lille,fr Ligue 1,FW,32,963,10.7,614.5867692871542,Top Starter,,,,,270.5903924706004,Solid Squad Player
Panagiotis Retsos,Leverkusen,de Bundesliga,DF,20,114,1.3,,,,,,,,
Marco Reus,Dortmund,de Bundesliga,Off_MF,30,1495,16.6,792.6716659037246,World Class,,,,,498.4518045540782,Top Starter
Elvis Rexhbeçaj,Köln,de Bundesliga,MF,21,623,6.9,,,652.2890703811054,Top Starter,,,612.2042200112716,Top Starter
Gio Reyna,Dortmund,de Bundesliga,MF,16,355,3.9,,,,,,,,
Nico Ribaudo,Espanyol,es La Liga,FW,18,182,2.0,,,,,,,,
Lucas Ribeiro,Hoffenheim,de Bundesliga,Def_MF,20,65,0.7,,,,,,,,
Franck Ribéry,Fiorentina,it Serie A,FW,36,1409,15.7,466.1976921279637,Top Starter,,,,,788.6668086666679,World Class
Davide Riccardi,Lecce,it Serie A,DF,23,20,0.2,,,,,,,,
Declan Rice,West Ham,eng Premier League,MF,20,3420,38.0,,,444.3185840944807,Top Starter,,,789.0840777031202,World Class
Chris Richards,Bayern Munich,de Bundesliga,DF,19,7,0.1,,,,,,,,
Richarlison,Everton,eng Premier League,FW,22,3070,34.1,481.66460736029387,Top Starter,,,,,588.7610979435449,Top Starter
Marco Richter,Augsburg,de Bundesliga,Off_MF,21,2280,25.3,359.82358621476845,Solid Squad Player,,,,,531.36443970098,Top Starter
Diego Rico,Bournemouth,eng Premier League,DF,26,2332,25.9,,,,,728.1606605558501,Top Starter,763.0859468710189,World Class
Jaïro Riedewald,Crystal Palace,eng Premier League,DF,22,769,8.5,,,,,602.4288073591053,Top Starter,587.3593015727408,Top Starter
Emiliano Rigoni,Sampdoria,it Serie A,Off_MF,26,431,4.8,,,,,,,,
Tomás Rincón,Torino,it Serie A,MF,31,2702,30.0,,,486.50190510115897,Top Starter,,,699.765305297295,Top Starter
Luis Rioja,Alavés,es La Liga,Off_MF,25,1634,18.2,149.15611507204912,Below Big-5 Level,,,,,484.96151112547255,Top Starter
Renaud Ripart,Nîmes,fr Ligue 1,FW,26,2027,22.5,225.83135474776344,Solid Squad Player,,,,,510.8345370472958,Top Starter
Rodrigo Riquelme,Atlético Madrid,es La Liga,FW,19,13,0.1,,,,,,,,
Andrea Rispoli,Lecce,it Serie A,DF,30,1909,21.2,,,,,589.4756308596571,Top Starter,628.8876193028435,Top Starter
Marcel Risse,Köln,de Bundesliga,Off_MF,29,132,1.5,,,,,,,,
Mihailo Ristić,Montpellier,fr Ligue 1,DF,23,811,9.0,,,,,492.6792229495349,Top Starter,659.8467400666785,Top Starter
Matt Ritchie,Newcastle Utd,eng Premier League,DF,29,1315,14.6,,,,,506.5019361727442,Top Starter,612.771469389131,Top Starter
Marlon Ritter,Paderborn 07,de Bundesliga,MF,24,435,4.8,,,,,,,,
Cristian Rivera,Leganés,es La Liga,Def_MF,22,311,3.5,,,,,,,,
Maxence Rivera,Saint-Étienne,fr Ligue 1,Off_MF,17,25,0.3,,,,,,,,
Rober,Levante,es La Liga,DF,24,191,2.1,,,,,,,,
Sergi Roberto,Barcelona,es La Liga,DF,27,2339,26.0,,,,,487.9968466989436,Top Starter,652.6412492866476,Top Starter
Patrick Roberts,Norwich City,eng Premier League,FW,22,26,0.3,,,,,,,,
Andrew Robertson,Liverpool,eng Premier League,DF,25,3111,34.6,,,,,522.5446613573754,Top Starter,708.670768591909,Top Starter
Callum Robinson,Sheffield Utd,eng Premier League,FW,24,676,7.5,263.71435238308305,Solid Squad Player,,,,,366.8522795445961,Solid Squad Player
Jack Robinson,Sheffield Utd,eng Premier League,DF,25,504,5.6,,,,,668.606833500715,Top Starter,765.7767668158932,World Class
Marc Roca,Espanyol,es La Liga,MF,22,3008,33.4,,,461.3056592948575,Top Starter,,,722.0422722595598,Top Starter
Rubén Rochina,Levante,es La Liga,MF,28,1875,20.8,,,682.9236460525829,Top Starter,,,664.991508403318,Top Starter
Sebastian Rode,Eint Frankfurt,de Bundesliga,MF,28,1936,21.5,,,645.6398474632691,Top Starter,,,798.539505056541,World Class
Rodri,Manchester City,eng Premier League,MF,23,2486,27.6,,,615.4406556673014,Top Starter,,,873.4642002707507,World Class
Rodrigo,Valencia,es La Liga,FW,28,1880,20.9,514.2116057169311,Top Starter,,,,,465.04922129547214,Top Starter
Kévin Rodrigues,Leganés,es La Liga,DF,25,1931,21.5,,,,,579.9829942548974,Top Starter,630.6835690802785,Top Starter
Kévin Rodrigues,Real Sociedad,es La Liga,DF,25,6,0.1,,,,,,,,
Ángel Rodríguez,Getafe,es La Liga,FW,32,1407,15.6,676.2156666598202,Top Starter,,,,,424.6020864365625,Top Starter
Óscar Rodríguez Arnaiz,Leganés,es La Liga,Off_MF,21,1914,21.3,521.0155858181885,Top Starter,,,,,604.6053296749438,Top Starter
Dani Rodríguez,Mallorca,es La Liga,MF,31,3039,33.8,,,518.7214264622431,Top Starter,,,668.2404864233258,Top Starter
Guido Rodríguez,Betis,es La Liga,MF,25,936,10.4,,,287.8093928182234,Solid Squad Player,,,699.4272256116454,Top Starter
James Rodríguez,Real Madrid,es La Liga,Off_MF,28,419,4.7,,,,,,,,
Jay Rodriguez,Burnley,eng Premier League,FW,30,2016,22.4,371.2210937926882,Solid Squad Player,,,,,421.1150075868947,Top Starter
Ricardo Rodríguez,Milan,it Serie A,DF,26,386,4.3,,,,,,,,
Rodrygo,Real Madrid,es La Liga,FW,18,1019,11.3,318.6174401687156,Solid Squad Player,,,,,729.2197689142846,Top Starter
Jack Rodwell,Sheffield Utd,eng Premier League,Def_MF,28,16,0.2,,,,,,,,
Marko Rog,Cagliari,it Serie A,MF,24,2317,25.7,,,528.2104406529746,Top Starter,,,769.0632705749586,World Class
Agustín Rogel,Toulouse,fr Ligue 1,DF,21,858,9.5,,,,,552.4004600303343,Top Starter,611.9976538365005,Top Starter
Rogério,Sassuolo,it Serie A,DF,21,1015,11.3,,,,,563.4476693977837,Top Starter,585.679587431686,Top Starter
Marcos Rojo,Manchester Utd,eng Premier League,DF,29,122,1.4,,,,,,,,
Filippo Romagna,Sassuolo,it Serie A,DF,22,1477,16.4,,,,,498.3467224436334,Top Starter,565.6390811307024,Top Starter
Alessio Romagnoli,Milan,it Serie A,DF,24,3091,34.3,,,,,634.7491120120388,Top Starter,738.0055953539335,Top Starter
Alaixys Romao,Reims,fr Ligue 1,MF,35,1781,19.8,,,340.7204582733498,Solid Squad Player,,,722.5073947687407,Top Starter
Cristian Romero,Genoa,it Serie A,DF,21,2577,28.6,,,,,796.1548817494455,World Class,880.9851464518206,World Class
Luka Romero,Mallorca,es La Liga,FW,14,8,0.1,,,,,,,,
Oriol Romeu,Southampton,eng Premier League,MF,27,1860,20.7,,,427.5704616607471,Top Starter,,,754.1975257785261,World Class
Rômulo,Brescia,it Serie A,Off_MF,32,1723,19.1,297.3310213199022,Solid Squad Player,,,,,511.92818040401033,Top Starter
Rômulo,Genoa,it Serie A,DF,32,20,0.2,,,,,,,,
Cristiano Ronaldo,Juventus,it Serie A,FW,34,2917,32.4,789.1687274427213,World Class,,,,,606.5108528135812,Top Starter
Facundo Roncaglia,Osasuna,es La Liga,DF,32,1277,14.2,,,,,669.1142355422742,Top Starter,748.6593988880028,Top Starter
Valentin Rongier,Marseille,fr Ligue 1,MF,24,1790,19.9,,,655.820202588971,Top Starter,,,883.5252787119774,World Class
Valentin Rongier,Nantes,fr Ligue 1,Off_MF,24,270,3.0,,,,,,,,
Marten de Roon,Atalanta,it Serie A,MF,28,2721,30.2,,,630.0847419411119,Top Starter,,,852.7184351567832,World Class
Roberto Rosales,Leganés,es La Liga,DF,30,1871,20.8,,,,,523.5384664809211,Top Starter,615.6747188957444,Top Starter
Danny Rose,Tottenham,eng Premier League,DF,29,893,9.9,,,,,578.6252436105647,Top Starter,598.2572215765529,Top Starter
Danny Rose,Newcastle Utd,eng Premier League,DF,29,863,9.6,,,,,520.5264263703968,Top Starter,638.8952642095411,Top Starter
Luca Rossettini,Lecce,it Serie A,DF,34,2261,25.1,,,,,594.9800022798919,Top Starter,548.0592316704094,Top Starter
Jérôme Roussillon,Wolfsburg,de Bundesliga,DF,26,2364,26.3,,,,,524.6998899245981,Top Starter,606.4633073621758,Top Starter
Nolan Roux,Nîmes,fr Ligue 1,FW,31,584,6.5,346.5340843168898,Solid Squad Player,,,,,347.1759592173916,Solid Squad Player
Nicolò Rovella,Genoa,it Serie A,MF,17,105,1.2,,,,,,,,
Amir Rrahmani,Hellas Verona,it Serie A,DF,25,3228,35.9,,,,,547.3393515280441,Top Starter,751.1925042625355,World Class
Waldo Rubio,Valladolid,es La Liga,Off_MF,23,878,9.8,323.1474647141962,Solid Squad Player,,,,,697.482418354524,Top Starter
Antonio Rüdiger,Chelsea,eng Premier League,DF,26,1710,19.0,,,,,574.3542075982352,Top Starter,842.6733241973197,World Class
Sebastian Rudy,Hoffenheim,de Bundesliga,MF,29,2734,30.4,,,632.9117883554412,Top Starter,,,658.5686350174792,Top Starter
Daniele Rugani,Juventus,it Serie A,DF,25,690,7.7,,,,,502.21790735127814,Top Starter,714.2917834213947,Top Starter
Mário Rui,Napoli,it Serie A,DF,28,1966,21.8,,,,,515.628214499585,Top Starter,669.1237140629421,Top Starter
Aitor Ruibal,Leganés,es La Liga,DF,23,1220,13.6,,,,,430.15208002809334,Top Starter,570.8659850251657,Top Starter
Fabián Ruiz Peña,Napoli,it Serie A,MF,23,2684,29.8,,,823.5414056441756,World Class,,,809.449080394076,World Class
Lukas Rupp,Norwich City,eng Premier League,FW,28,695,7.7,126.42081626038848,Below Big-5 Level,,,,,524.4371776306702,Top Starter
Lukas Rupp,Hoffenheim,de Bundesliga,MF,28,340,3.8,,,,,,,,
Julian Ryerson,Union Berlin,de Bundesliga,DF,21,368,4.1,,,,,,,,
Roli Pereira de Sa,Nantes,fr Ligue 1,Off_MF,22,6,0.1,,,,,,,,
Victor Sá,Wolfsburg,de Bundesliga,Off_MF,25,1629,18.1,360.2194522994881,Solid Squad Player,,,,,532.0402843492224,Top Starter
Youssouf Sabaly,Bordeaux,fr Ligue 1,DF,26,913,10.1,,,,,600.0299813827436,Top Starter,740.3013232546796,Top Starter
Stefano Sabelli,Brescia,it Serie A,DF,26,3168,35.2,,,,,675.4651239926268,Top Starter,747.6391950033137,Top Starter
Abdelhamid Sabiri,Paderborn 07,de Bundesliga,MF,22,1048,11.6,,,441.03551463550804,Top Starter,,,645.4259016912704,Top Starter
Marcel Sabitzer,RB Leipzig,de Bundesliga,Off_MF,25,2499,27.8,721.8570347567529,Top Starter,,,,,670.4220299328146,Top Starter
Ihsan Sacko,Nice,fr Ligue 1,FW,22,145,1.6,,,,,,,,
Alexis Saelemaekers,Milan,it Serie A,FW,20,684,7.6,200.80583760924318,Solid Squad Player,,,,,606.7142351290723,Top Starter
Jorge Sáenz,Celta Vigo,es La Liga,DF,22,371,4.1,,,,,,,,
Nuri Şahin,Werder Bremen,de Bundesliga,MF,30,1249,13.9,,,731.2649382367421,Top Starter,,,728.2962489685864,Top Starter
Wesley Saïd,Toulouse,fr Ligue 1,Off_MF,24,1160,12.9,434.8355509641541,Top Starter,,,,,630.6065080024306,Top Starter
Allan Saint-Maximin,Newcastle Utd,eng Premier League,Off_MF,22,1863,20.7,475.722903571435,Top Starter,,,,,705.5976660185468,Top Starter
Théo Sainte-Luce,Nîmes,fr Ligue 1,MF,20,22,0.2,,,,,,,,
Borja Sainz,Alavés,es La Liga,Off_MF,18,573,6.4,288.1813930614414,Solid Squad Player,,,,,643.5701612821613,Top Starter
Romain Saïss,Wolves,eng Premier League,DF,29,2705,30.1,,,,,704.956506458442,Top Starter,868.3356913773752,World Class
Bukayo Saka,Arsenal,eng Premier League,DF,17,1753,19.5,,,,,386.13649786342006,Solid Squad Player,521.4267536807256,Top Starter
Hiroki Sakai,Marseille,fr Ligue 1,DF,29,1620,18.0,,,,,670.0664472042457,Top Starter,800.409729252803,World Class
Mamadou Sakho,Crystal Palace,eng Premier League,DF,29,931,10.3,,,,,626.0693708011778,Top Starter,676.799774695269,Top Starter
Jacopo Sala,SPAL,it Serie A,DF,27,853,9.5,,,,,598.7763901178663,Top Starter,698.3489750156832,Top Starter
Mohamed Salah,Liverpool,eng Premier League,FW,27,2876,32.0,776.730503114017,World Class,,,,,486.28543521207945,Top Starter
Bartosz Salamon,SPAL,it Serie A,DF,28,344,3.8,,,,,,,,
Eddie Salcedo,Hellas Verona,it Serie A,FW,17,680,7.6,279.34861835790633,Solid Squad Player,,,,,464.92648295989034,Top Starter
William Saliba,Saint-Étienne,fr Ligue 1,DF,18,992,11.0,,,,,652.9986987596897,Top Starter,876.4241263678515,World Class
Yannis Salibur,Mallorca,es La Liga,Off_MF,28,82,0.9,,,,,,,,
Mohammed Salisu,Valladolid,es La Liga,DF,20,2725,30.3,,,,,556.1256858578345,Top Starter,656.9145760322921,Top Starter
Roland Sallai,Freiburg,de Bundesliga,Off_MF,22,1162,12.9,337.9672719594101,Solid Squad Player,,,,,554.7959018363996,Top Starter
Lazar Samardzic,Hertha BSC,de Bundesliga,Def_MF,17,34,0.4,,,,,,,,
Diadie Samassékou,Hoffenheim,de Bundesliga,MF,23,1310,14.6,,,369.65106465949765,Solid Squad Player,,,714.0190165422691,Top Starter
Mbwana Samatta,Aston Villa,eng Premier League,FW,26,943,10.5,195.43006013594248,Below Big-5 Level,,,,,299.6563992631044,Solid Squad Player
Mama Samba Baldé,Dijon,fr Ligue 1,FW,23,1676,18.6,465.5117927114331,Top Starter,,,,,483.2460579310716,Top Starter
Junior Sambia,Montpellier,fr Ligue 1,DF,22,587,6.5,,,,,438.5400983293108,Top Starter,617.9484122109379,Top Starter
Frédéric Sammaritano,Dijon,fr Ligue 1,Off_MF,33,518,5.8,667.6757557910166,Top Starter,,,,,539.4846710940551,Top Starter
Fede San Emeterio,Valladolid,es La Liga,MF,22,1751,19.5,,,193.98702880676132,Below Big-5 Level,,,491.70021141028354,Top Starter
Mikel San José,Athletic Club,es La Liga,Def_MF,30,359,4.0,,,,,,,,
Antonio Sanabria,Genoa,it Serie A,FW,23,1387,15.4,484.7679644682177,Top Starter,,,,,434.3933712848254,Top Starter
Oihan Sancet,Athletic Club,es La Liga,Off_MF,19,741,8.2,324.1497866191536,Solid Squad Player,,,,,443.1107592149644,Top Starter
Renato Sanches,Lille,fr Ligue 1,MF,21,1483,16.5,,,732.7700397575621,Top Starter,,,772.2276064177951,World Class
Renato Sanches,Bayern Munich,de Bundesliga,Off_MF,21,6,0.1,,,,,,,,
Alexis Sánchez,Inter,it Serie A,FW,30,923,10.3,658.9969900649513,Top Starter,,,,,462.00172891955503,Top Starter
Carlos Sánchez,West Ham,eng Premier League,MF,33,117,1.3,,,,,,,,
Davinson Sánchez,Tottenham,eng Premier League,DF,23,2431,27.0,,,,,667.1518220152076,Top Starter,725.057031110509,Top Starter
Germán Sánchez,Granada,es La Liga,DF,32,2293,25.5,,,,,498.88275612866795,Top Starter,632.9167482188357,Top Starter
Javi Sánchez,Valladolid,es La Liga,DF,22,497,5.5,,,,,436.6566573240616,Top Starter,526.9700734869135,Top Starter
Manu Sánchez,Atlético Madrid,es La Liga,DF,18,325,3.6,,,,,,,,
Víctor Sánchez,Espanyol,es La Liga,MF,31,1688,18.8,,,510.9248291511659,Top Starter,,,775.6950509367257,World Class
Jadon Sancho,Dortmund,de Bundesliga,FW,19,2287,25.4,930.8637556669055,Exceptional,,,,,755.4008990691063,World Class
Alex Sandro,Juventus,it Serie A,DF,28,2385,26.5,,,,,621.8504242738418,Top Starter,779.2861146105757,World Class
Leroy Sané,Manchester City,eng Premier League,FW,23,12,0.1,,,,,,,,
Salif Sané,Schalke 04,de Bundesliga,DF,28,1126,12.5,,,,,656.551359642895,Top Starter,818.2502933821339,World Class
Luca Sangalli,Real Sociedad,es La Liga,Off_MF,24,372,4.1,,,,,,,,
Ibrahim Sangaré,Toulouse,fr Ligue 1,MF,21,2175,24.2,,,536.3390110394062,Top Starter,,,842.8225556678246,World Class
Oier Sanjurjo,Osasuna,es La Liga,MF,33,2320,25.8,,,372.32161569611384,Solid Squad Player,,,692.7696302103641,Top Starter
Yaya Sanogo,Toulouse,fr Ligue 1,FW,26,910,10.1,296.8194890458324,Solid Squad Player,,,,,322.0972945064364,Solid Squad Player
Morgan Sanson,Marseille,fr Ligue 1,Off_MF,24,2173,24.1,482.4612579406468,Top Starter,,,,,761.8853644109167,World Class
Nicola Sansone,Bologna,it Serie A,FW,27,2269,25.2,332.6665021711462,Solid Squad Player,,,,,667.6591822437747,Top Starter
Baptiste Santamaria,Angers,fr Ligue 1,MF,24,2505,27.8,,,437.00613230737287,Top Starter,,,755.616105555525,World Class
Federico Santander,Bologna,it Serie A,FW,28,770,8.6,215.47382166397216,Solid Squad Player,,,,,471.82824809134866,Top Starter
Davide Santon,Roma,it Serie A,DF,28,619,6.9,,,,,500.9579558193248,Top Starter,715.1181578026443,Top Starter
Samir Santos,Udinese,it Serie A,DF,24,1546,17.2,,,,,714.5089414271514,Top Starter,725.2992485868858,Top Starter
Riccardo Saponara,Genoa,it Serie A,Off_MF,27,168,1.9,,,,,,,,
Riccardo Saponara,Lecce,it Serie A,Off_MF,27,947,10.5,742.7470484998024,Top Starter,,,,,809.4140621946485,World Class
Ivan Šaponjić,Atlético Madrid,es La Liga,DF,21,6,0.1,,,,,,,,
Pablo Sarabia,Paris S-G,fr Ligue 1,FW,27,1164,12.9,551.3735414592209,Top Starter,,,,,629.9174174439362,Top Starter
Marcelo Saracchi,RB Leipzig,de Bundesliga,DF,21,179,2.0,,,,,,,,
Josh Sargent,Werder Bremen,de Bundesliga,FW,19,1416,15.7,365.5231006693214,Solid Squad Player,,,,,425.2395540789436,Top Starter
Bouna Sarr,Marseille,fr Ligue 1,DF,27,2164,24.0,,,,,576.113412616488,Top Starter,826.7362511173869,World Class
Ismaila Sarr,Watford,eng Premier League,FW,21,2028,22.5,434.9945192979248,Top Starter,,,,,651.8484659804936,Top Starter
Malang Sarr,Nice,fr Ligue 1,DF,20,1454,16.2,,,,,602.0548497208746,Top Starter,727.345150987408,Top Starter
Sidy Sarr,Nîmes,fr Ligue 1,MF,23,1165,12.9,,,492.13766717803713,Top Starter,,,714.8736725555992,Top Starter
Joan Sastre Vanrell,Mallorca,es La Liga,DF,22,1360,15.1,,,,,523.6051483226971,Top Starter,608.1305866760601,Top Starter
Téji Savanier,Montpellier,fr Ligue 1,MF,27,1524,16.9,,,800.3272958037898,World Class,,,838.2921749144027,World Class
Stefan Savić,Atlético Madrid,es La Liga,DF,28,1980,22.0,,,,,505.40317877538155,Top Starter,669.7813090637302,Top Starter
Fabian Schär,Newcastle Utd,eng Premier League,DF,27,1672,18.6,,,,,739.9293724070832,Top Starter,809.4911698784524,World Class
Louis Schaub,Köln,de Bundesliga,Off_MF,24,623,6.9,449.19153459356073,Top Starter,,,,,700.858678986193,Top Starter
Ezequiel Schelotto,Brighton,eng Premier League,DF,30,361,4.0,,,,,,,,
Patrik Schick,RB Leipzig,de Bundesliga,FW,23,1298,14.4,729.1734423700368,Top Starter,,,,,309.9043266161977,Solid Squad Player
Julian Schieber,Augsburg,de Bundesliga,FW,30,43,0.5,,,,,,,,
Kingsley Schindler,Köln,de Bundesliga,FW,26,849,9.4,231.75650184740496,Solid Squad Player,,,,,439.41901992050657,Top Starter
Xaver Schlager,Wolfsburg,de Bundesliga,MF,21,1719,19.1,,,523.6713562252044,Top Starter,,,714.2763810320918,Top Starter
Keven Schlotterbeck,Union Berlin,de Bundesliga,DF,22,1939,21.5,,,,,768.1018532974117,World Class,859.8670711281434,World Class
Nico Schlotterbeck,Freiburg,de Bundesliga,DF,19,373,4.1,,,,,,,,
Jeffrey Schlupp,Crystal Palace,eng Premier League,FW,26,1036,11.5,334.0253702415501,Solid Squad Player,,,,,477.25292001199546,Top Starter
Marcel Schmelzer,Dortmund,de Bundesliga,DF,31,66,0.7,,,,,,,,
Jonathan Schmid,Freiburg,de Bundesliga,DF,29,2836,31.5,,,,,468.5596838195952,Top Starter,545.7537282722309,Top Starter
Manuel Schmiedebach,Union Berlin,de Bundesliga,Def_MF,30,179,2.0,,,,,,,,
Benno Schmitz,Köln,de Bundesliga,DF,24,1158,12.9,,,,,573.9079269475272,Top Starter,705.1464779010652,Top Starter
Morgan Schneiderlin,Everton,eng Premier League,MF,29,1001,11.1,,,335.8394027119278,Solid Squad Player,,,720.2198554833786,Top Starter
Lasse Schöne,Genoa,it Serie A,MF,33,2427,27.0,,,648.2952511468606,Top Starter,,,741.2385459823219,Top Starter
Sebastian Schonlau,Paderborn 07,de Bundesliga,DF,24,2070,23.0,,,,,914.9996516446653,Exceptional,924.3938893041493,Exceptional
Alessandro Schöpf,Schalke 04,de Bundesliga,Off_MF,25,1432,15.9,184.625006864752,Below Big-5 Level,,,,,682.1479644663268,Top Starter
Jerdy Schouten,Bologna,it Serie A,MF,22,1082,12.0,,,352.7496824288416,Solid Squad Player,,,743.5948840675322,Top Starter
Nico Schulz,Dortmund,de Bundesliga,DF,26,594,6.6,,,,,622.5444666906053,Top Starter,614.5984704206427,Top Starter
Matteo Scozzarella,Parma,it Serie A,Def_MF,31,920,10.2,,,,,842.9912053513202,World Class,773.8889530849113,World Class
Aleksandar Sedlar,Mallorca,es La Liga,DF,27,814,9.0,,,,,665.5877529137421,Top Starter,685.5474141509736,Top Starter
Davie Selke,Hertha BSC,de Bundesliga,FW,24,960,10.7,212.51322532390788,Solid Squad Player,,,,,341.6996600135584,Solid Squad Player
Davie Selke,Werder Bremen,de Bundesliga,FW,24,463,5.1,159.76372723777567,Below Big-5 Level,,,,,389.26191659521106,Solid Squad Player
Ken Sema,Udinese,it Serie A,DF,25,2453,27.3,,,,,470.2504958733383,Top Starter,536.949288690846,Top Starter
Nélson Semedo,Barcelona,es La Liga,DF,25,2097,23.3,,,,,512.6705147822285,Top Starter,686.7152684883682,Top Starter
Alessandro Semprini,Brescia,it Serie A,DF,21,629,7.0,,,,,524.6026328013708,Top Starter,532.4087408152785,Top Starter
Josep Señé,Mallorca,es La Liga,MF,27,150,1.7,,,,,,,,
Stefano Sensi,Inter,it Serie A,Off_MF,23,723,8.0,716.568161869944,Top Starter,,,,,773.0559124407941,World Class
Suat Serdar,Schalke 04,de Bundesliga,MF,22,1599,17.8,,,463.0083045266242,Top Starter,,,755.551425928865,World Class
Ryan Sessegnon,Tottenham,eng Premier League,DF,19,342,3.8,,,,,,,,
Salva Sevilla,Mallorca,es La Liga,MF,35,2568,28.5,,,707.5250184701007,Top Starter,,,665.347481971019,Top Starter
Yevhen Shakhov,Lecce,it Serie A,MF,28,1085,12.1,,,587.8329750553672,Top Starter,,,595.1260883062819,Top Starter
Xherdan Shaqiri,Liverpool,eng Premier League,FW,27,185,2.1,,,,,,,,
Billy Sharp,Sheffield Utd,eng Premier League,FW,33,1051,11.7,445.5927364953324,Top Starter,,,,,385.54711223623445,Solid Squad Player
Luke Shaw,Manchester Utd,eng Premier League,DF,24,1733,19.3,,,,,599.701669098126,Top Starter,701.5224972545988,Top Starter
Khiry Shelton,Paderborn 07,de Bundesliga,FW,26,34,0.4,,,,,,,,
Jonjo Shelvey,Newcastle Utd,eng Premier League,MF,27,2119,23.5,,,639.6891017737444,Top Starter,,,609.0088071901421,Top Starter
Gen Shoji,Toulouse,fr Ligue 1,DF,26,45,0.5,,,,,,,,
Djibril Sidibé,Everton,eng Premier League,DF,27,1824,20.3,,,,,718.5747411433694,Top Starter,799.5686940705284,World Class
Kalidou Sidibé,Toulouse,fr Ligue 1,MF,20,91,1.0,,,,,,,,
Sidnei,Betis,es La Liga,DF,29,1175,13.1,,,,,752.0238272804343,World Class,810.9869112168678,World Class
Kaj Sierhuis,Reims,fr Ligue 1,FW,21,12,0.1,,,,,,,,
