season,sofa_player_id,Pos
2017-2018,844763,Off_MF
2017-2018,16508,DF
2017-2018,151138,DF
2017-2018,41157,DF
2017-2018,116947,DF
2017-2018,338651,DF
2017-2018,79403,MF
2017-2018,53825,MF
2017-2018,580952,DF
2017-2018,758876,FW
2017-2018,38153,DF
2017-2018,367096,MF
2017-2018,836168,DF
2017-2018,220131,DF
2017-2018,121181,MF
2017-2018,151545,DF
2017-2018,385916,DF
2017-2018,115665,FW
2017-2018,881931,MF
2017-2018,229740,DF
2017-2018,352938,FW
2017-2018,319857,DF
2017-2018,82474,MF
2017-2018,111746,DF
2017-2018,280439,FW
2017-2018,25621,DF
2017-2018,580392,FW
2017-2018,267621,Off_MF
2017-2018,124004,Off_MF
2017-2018,117399,FW
2017-2018,812126,FW
2017-2018,116623,MF
2017-2018,143334,DF
2017-2018,44823,Off_MF
2017-2018,142208,DF
2017-2018,21600,DF
2017-2018,122921,MF
2017-2018,243735,DF
2017-2018,143593,DF
2017-2018,119159,Off_MF
2017-2018,1784,MF
2017-2018,15468,FW
2017-2018,152077,DF
2017-2018,17597,DF
2017-2018,277331,FW
2017-2018,157433,DF
2017-2018,280993,MF
2017-2018,14231,Off_MF
2017-2018,4727,DF
2017-2018,24939,FW
2017-2018,85222,MF
2017-2018,3579,DF
2017-2018,80802,FW
2017-2018,250547,DF
2017-2018,76120,DF
2017-2018,553686,MF
2017-2018,826203,DF
2017-2018,141203,DF
2017-2018,19303,FW
2017-2018,343743,FW
2017-2018,114066,FW
2017-2018,106272,FW
2017-2018,50289,DF
2017-2018,17056,Off_MF
2017-2018,139229,MF
2017-2018,788801,DF
2017-2018,355492,DF
2017-2018,28184,MF
2017-2018,782240,MF
2017-2018,592010,MF
2017-2018,79853,Off_MF
2017-2018,849009,Off_MF
2017-2018,124992,DF
2017-2018,44932,DF
2017-2018,828571,DF
2017-2018,586596,FW
2017-2018,47743,FW
2017-2018,47772,FW
2017-2018,352964,MF
2017-2018,181575,DF
2017-2018,40326,FW
2017-2018,38716,Off_MF
2017-2018,5848,Off_MF
2017-2018,51785,Off_MF
2017-2018,158599,DF
2017-2018,190843,MF
2017-2018,36949,DF
2017-2018,34501,DF
2017-2018,122942,Off_MF
2017-2018,352802,MF
2017-2018,153212,FW
2017-2018,41668,DF
2017-2018,74020,MF
2017-2018,4732,FW
2017-2018,165583,DF
2017-2018,301164,MF
2017-2018,74769,DF
2017-2018,858705,MF
2017-2018,24006,MF
2017-2018,6019,DF
2017-2018,106289,MF
2017-2018,31821,MF
2017-2018,11654,MF
2017-2018,27014,MF
2017-2018,41631,Off_MF
2017-2018,147229,FW
2017-2018,215956,DF
2017-2018,42450,DF
2017-2018,136947,DF
2017-2018,163565,FW
2017-2018,32690,MF
2017-2018,234230,Off_MF
2017-2018,51498,FW
2017-2018,121251,DF
2017-2018,41222,FW
2017-2018,99519,DF
2017-2018,759412,Off_MF
2017-2018,348362,DF
2017-2018,369546,DF
2017-2018,253303,DF
2017-2018,597756,DF
2017-2018,51299,FW
2017-2018,105697,DF
2017-2018,856714,DF
2017-2018,37752,FW
2017-2018,326471,MF
2017-2018,20278,DF
2017-2018,803023,DF
2017-2018,96116,DF
2017-2018,173883,DF
2017-2018,16180,DF
2017-2018,791176,DF
2017-2018,61445,MF
2017-2018,105176,FW
2017-2018,2979,DF
2017-2018,15166,DF
2017-2018,2860,DF
2017-2018,84293,FW
2017-2018,148745,DF
2017-2018,68002,Off_MF
2017-2018,377118,DF
2017-2018,10122,DF
2017-2018,14120,DF
2017-2018,16189,FW
2017-2018,18342,MF
2017-2018,283083,FW
2017-2018,605650,FW
2017-2018,126610,Off_MF
2017-2018,53778,MF
2017-2018,329563,FW
2017-2018,186833,DF
2017-2018,311482,MF
2017-2018,94856,DF
2017-2018,317699,FW
2017-2018,32045,MF
2017-2018,552686,MF
2017-2018,40626,Off_MF
2017-2018,96369,FW
2017-2018,26760,DF
2017-2018,34391,DF
2017-2018,252821,DF
2017-2018,10577,Off_MF
2017-2018,147368,FW
2017-2018,73951,FW
2017-2018,329417,DF
2017-2018,13990,MF
2017-2018,34120,Off_MF
2017-2018,795044,FW
2017-2018,148899,DF
2017-2018,187433,FW
2017-2018,30037,FW
2017-2018,2010,DF
2017-2018,804764,DF
2017-2018,96536,FW
2017-2018,2376,MF
2017-2018,35680,MF
2017-2018,45853,MF
2017-2018,51363,Def_MF
2017-2018,794836,MF
2017-2018,39220,FW
2017-2018,559,MF
2017-2018,35428,Off_MF
2017-2018,48022,FW
2017-2018,788171,DF
2017-2018,48988,DF
2017-2018,129629,MF
2017-2018,339909,DF
2017-2018,36135,DF
2017-2018,787540,Off_MF
2017-2018,84298,DF
2017-2018,71952,DF
2017-2018,139228,FW
2017-2018,121180,DF
2017-2018,331209,FW
2017-2018,115182,FW
2017-2018,174613,MF
2017-2018,153974,DF
2017-2018,16701,MF
2017-2018,603738,Off_MF
2017-2018,34312,FW
2017-2018,41963,DF
2017-2018,249893,FW
2017-2018,66492,DF
2017-2018,229640,Off_MF
2017-2018,306498,FW
2017-2018,233180,DF
2017-2018,792142,DF
2017-2018,844842,MF
2017-2018,41309,FW
2017-2018,46799,MF
2017-2018,11658,DF
2017-2018,318607,DF
2017-2018,94822,MF
2017-2018,316170,MF
2017-2018,118759,MF
2017-2018,917,FW
2017-2018,32742,DF
2017-2018,331737,MF
2017-2018,26880,DF
2017-2018,15038,DF
2017-2018,21535,DF
2017-2018,795064,DF
2017-2018,328145,FW
2017-2018,11724,MF
2017-2018,343067,MF
2017-2018,139397,MF
2017-2018,174911,DF
2017-2018,128587,DF
2017-2018,355024,Off_MF
2017-2018,10486,FW
2017-2018,838159,MF
2017-2018,129479,FW
2017-2018,39067,DF
2017-2018,191176,FW
2017-2018,16214,Def_MF
2017-2018,15589,MF
2017-2018,785418,FW
2017-2018,38547,DF
2017-2018,37318,FW
2017-2018,843754,MF
2017-2018,795004,MF
2017-2018,827212,DF
2017-2018,361310,DF
2017-2018,320979,FW
2017-2018,28207,DF
2017-2018,867069,DF
2017-2018,15800,DF
2017-2018,785468,DF
2017-2018,846470,FW
2017-2018,795260,DF
2017-2018,21134,DF
2017-2018,123977,FW
2017-2018,66518,Off_MF
2017-2018,291695,DF
2017-2018,185995,DF
2017-2018,314096,DF
2017-2018,12241,DF
2017-2018,119242,FW
2017-2018,131815,DF
2017-2018,190877,DF
2017-2018,47171,FW
2017-2018,17100,MF
2017-2018,354770,FW
2017-2018,41008,FW
2017-2018,89510,DF
2017-2018,97012,Off_MF
2017-2018,604274,DF
2017-2018,39183,DF
2017-2018,208234,DF
2017-2018,111969,Off_MF
2017-2018,341983,FW
2017-2018,18126,FW
2017-2018,100570,FW
2017-2018,295973,FW
2017-2018,212104,DF
2017-2018,107414,Off_MF
2017-2018,3203,MF
2017-2018,27714,FW
2017-2018,122701,Off_MF
2017-2018,50480,FW
2017-2018,157377,DF
2017-2018,150459,DF
2017-2018,209082,MF
2017-2018,5522,Off_MF
2017-2018,1778,FW
2017-2018,234232,DF
2017-2018,109002,MF
2017-2018,235444,FW
2017-2018,588572,DF
2017-2018,347728,FW
2017-2018,19382,DF
2017-2018,871938,FW
2017-2018,76227,MF
2017-2018,362470,FW
2017-2018,135126,FW
2017-2018,256683,FW
2017-2018,18294,FW
2017-2018,123208,Off_MF
2017-2018,369080,MF
2017-2018,108484,DF
2017-2018,52663,DF
2017-2018,26029,DF
2017-2018,153220,FW
2017-2018,138828,FW
2017-2018,152206,MF
2017-2018,135264,FW
2017-2018,138605,Off_MF
2017-2018,794839,FW
2017-2018,795005,MF
2017-2018,149593,MF
2017-2018,846445,FW
2017-2018,21256,FW
2017-2018,331429,DF
2017-2018,354860,DF
2017-2018,102703,MF
2017-2018,255239,Off_MF
2017-2018,139235,MF
2017-2018,17611,FW
2017-2018,94857,DF
2017-2018,191178,FW
2017-2018,187423,DF
2017-2018,325355,DF
2017-2018,114157,FW
2017-2018,95687,MF
2017-2018,70630,DF
2017-2018,355152,Off_MF
2017-2018,106869,DF
2017-2018,119192,FW
2017-2018,5572,DF
2017-2018,152734,DF
2017-2018,800408,MF
2017-2018,142680,MF
2017-2018,4392,DF
2017-2018,135775,DF
2017-2018,51663,FW
2017-2018,149734,DF
2017-2018,69418,FW
2017-2018,78781,Off_MF
2017-2018,53739,DF
2017-2018,11401,DF
2017-2018,161717,FW
2017-2018,84531,DF
2017-2018,828971,DF
2017-2018,4445,DF
2017-2018,126691,MF
2017-2018,307284,MF
2017-2018,190139,DF
2017-2018,75994,DF
2017-2018,610766,FW
2017-2018,187431,MF
2017-2018,209374,FW
2017-2018,121221,DF
2017-2018,255973,DF
2017-2018,6557,MF
2017-2018,33959,Off_MF
2017-2018,24048,DF
2017-2018,229776,FW
2017-2018,327755,Off_MF
2017-2018,148710,DF
2017-2018,45680,DF
2017-2018,118781,DF
2017-2018,152769,FW
2017-2018,32040,DF
2017-2018,107398,MF
2017-2018,27068,DF
2017-2018,74132,Off_MF
2017-2018,210082,DF
2017-2018,124544,DF
2017-2018,249627,DF
2017-2018,547280,Off_MF
2017-2018,11869,FW
2017-2018,16635,FW
2017-2018,144606,DF
2017-2018,103417,Off_MF
2017-2018,791,MF
2017-2018,798835,MF
2017-2018,42110,DF
2017-2018,97925,FW
2017-2018,3031,DF
2017-2018,152390,FW
2017-2018,330677,FW
2017-2018,124712,FW
2017-2018,158233,DF
2017-2018,133908,Off_MF
2017-2018,108412,DF
2017-2018,806076,MF
2017-2018,368418,MF
2017-2018,47908,FW
2017-2018,233252,DF
2017-2018,555540,MF
2017-2018,80691,DF
2017-2018,15354,FW
2017-2018,40984,DF
2017-2018,2695,FW
2017-2018,74303,DF
2017-2018,148458,FW
2017-2018,39623,DF
2017-2018,31273,FW
2017-2018,814590,FW
2017-2018,576382,FW
2017-2018,1853,DF
2017-2018,190917,Off_MF
2017-2018,115666,DF
2017-2018,205508,Off_MF
2017-2018,857179,MF
2017-2018,120965,MF
2017-2018,171235,FW
2017-2018,32213,DF
2017-2018,3595,Off_MF
2017-2018,14141,FW
2017-2018,868262,DF
2017-2018,2039,DF
2017-2018,1780,MF
2017-2018,73763,DF
2017-2018,352770,Off_MF
2017-2018,20204,DF
2017-2018,141897,DF
2017-2018,140010,MF
2017-2018,215246,Off_MF
2017-2018,227862,FW
2017-2018,361004,FW
2017-2018,22109,FW
2017-2018,74139,FW
2017-2018,23571,Off_MF
2017-2018,21608,MF
2017-2018,12634,DF
2017-2018,96367,DF
2017-2018,301288,Off_MF
2017-2018,138892,DF
2017-2018,122570,FW
2017-2018,802695,DF
2017-2018,345035,FW
2017-2018,14695,MF
2017-2018,117793,DF
2017-2018,845286,FW
2017-2018,37629,MF
2017-2018,233826,Off_MF
2017-2018,326339,FW
2017-2018,191188,MF
2017-2018,37627,DF
2017-2018,38642,MF
2017-2018,174975,DF
2017-2018,43476,DF
2017-2018,284441,Off_MF
2017-2018,9865,MF
2017-2018,146500,DF
2017-2018,27049,MF
2017-2018,372344,FW
2017-2018,309510,MF
2017-2018,209768,MF
2017-2018,187437,FW
2017-2018,318657,MF
2017-2018,356032,DF
2017-2018,186719,MF
2017-2018,16186,FW
2017-2018,3151,DF
2017-2018,355046,DF
2017-2018,31417,Off_MF
2017-2018,22986,DF
2017-2018,40239,DF
2017-2018,48240,FW
2017-2018,795058,Off_MF
2017-2018,46432,MF
2017-2018,318927,DF
2017-2018,40981,MF
2017-2018,305314,DF
2017-2018,335047,FW
2017-2018,826552,DF
2017-2018,9766,DF
2017-2018,4726,MF
2017-2018,69256,DF
2017-2018,51640,FW
2017-2018,581302,Def_MF
2017-2018,759428,DF
2017-2018,10540,MF
2017-2018,1262,DF
2017-2018,28367,FW
2017-2018,544,MF
2017-2018,168937,DF
2017-2018,108800,MF
2017-2018,76063,DF
2017-2018,9860,DF
2017-2018,41560,Off_MF
2017-2018,353130,DF
2017-2018,791702,FW
2017-2018,5218,Off_MF
2017-2018,331853,DF
2017-2018,74045,FW
2017-2018,139273,DF
2017-2018,262911,DF
2017-2018,352562,Def_MF
2017-2018,51349,MF
2017-2018,237068,MF
2017-2018,152414,DF
2017-2018,115346,FW
2017-2018,115183,MF
2017-2018,158637,FW
2017-2018,232224,Off_MF
2017-2018,19343,MF
2017-2018,152446,DF
2017-2018,482,MF
2017-2018,605580,FW
2017-2018,346262,Off_MF
2017-2018,232118,FW
2017-2018,365772,MF
2017-2018,17094,FW
2017-2018,28142,MF
2017-2018,51321,DF
2017-2018,190399,FW
2017-2018,15466,MF
2017-2018,93868,DF
2017-2018,111229,FW
2017-2018,138150,DF
2017-2018,79680,DF
2017-2018,134361,DF
2017-2018,116570,Off_MF
2017-2018,19251,FW
2017-2018,113956,FW
2017-2018,184661,MF
2017-2018,358162,Off_MF
2017-2018,122711,MF
2017-2018,287057,MF
2017-2018,98440,DF
2017-2018,21264,MF
2017-2018,129451,MF
2017-2018,185955,Off_MF
2017-2018,51501,DF
2017-2018,5942,MF
2017-2018,139510,DF
2017-2018,41270,Off_MF
2017-2018,158081,MF
2017-2018,138261,Off_MF
2017-2018,35166,Off_MF
2017-2018,38764,FW
2017-2018,580800,FW
2017-2018,27839,DF
2017-2018,345193,DF
2017-2018,840451,FW
2017-2018,84251,MF
2017-2018,39015,DF
2017-2018,99528,DF
2017-2018,12656,MF
2017-2018,36916,DF
2017-2018,844480,DF
2017-2018,29718,DF
2017-2018,14914,DF
2017-2018,155702,FW
2017-2018,17799,MF
2017-2018,14209,MF
2017-2018,220315,Off_MF
2017-2018,827522,Off_MF
2017-2018,74440,MF
2017-2018,106273,DF
2017-2018,105173,MF
2017-2018,802850,MF
2017-2018,1944,DF
2017-2018,24248,DF
2017-2018,43908,DF
2017-2018,218652,FW
2017-2018,788170,DF
2017-2018,38363,MF
2017-2018,41165,DF
2017-2018,136170,MF
2017-2018,28179,Off_MF
2017-2018,125407,FW
2017-2018,4419,DF
2017-2018,106341,DF
2017-2018,10507,DF
2017-2018,15529,FW
2017-2018,2040,DF
2017-2018,43676,DF
2017-2018,44566,DF
2017-2018,17979,FW
2017-2018,188405,Off_MF
2017-2018,69404,DF
2017-2018,48077,FW
2017-2018,124802,DF
2017-2018,94283,DF
2017-2018,493,Off_MF
2017-2018,350358,MF
2017-2018,186795,DF
2017-2018,9628,DF
2017-2018,99546,DF
2017-2018,24397,DF
2017-2018,138156,MF
2017-2018,208732,DF
2017-2018,36466,Off_MF
2017-2018,826643,FW
2017-2018,789000,FW
2017-2018,130433,DF
2017-2018,88528,DF
2017-2018,20738,DF
2017-2018,38162,FW
2017-2018,31585,DF
2017-2018,30027,FW
2017-2018,801837,DF
2017-2018,33541,DF
2017-2018,335033,DF
2017-2018,144976,DF
2017-2018,352370,DF
2017-2018,84854,DF
2017-2018,128376,DF
2017-2018,792073,DF
2017-2018,385888,MF
2017-2018,136924,DF
2017-2018,149735,MF
2017-2018,39480,DF
2017-2018,25682,FW
2017-2018,587962,FW
2017-2018,27009,MF
2017-2018,42564,DF
2017-2018,587608,MF
2017-2018,355796,MF
2017-2018,344847,DF
2017-2018,327429,DF
2017-2018,326021,FW
2017-2018,158615,MF
2017-2018,38096,FW
2017-2018,24829,DF
2017-2018,253415,DF
2017-2018,189135,MF
2017-2018,254297,Off_MF
2017-2018,132295,DF
2017-2018,836705,MF
2017-2018,142148,DF
2017-2018,111802,MF
2017-2018,3306,FW
2017-2018,110967,MF
2017-2018,14250,FW
2017-2018,99517,DF
2017-2018,758608,DF
2017-2018,123388,DF
2017-2018,45925,FW
2017-2018,33910,MF
2017-2018,362222,DF
2017-2018,2009,DF
2017-2018,16176,Off_MF
2017-2018,297100,FW
2017-2018,250133,Off_MF
2017-2018,27028,FW
2017-2018,44225,DF
2017-2018,39587,Off_MF
2017-2018,140992,FW
2017-2018,42694,MF
2017-2018,135700,FW
2017-2018,41789,FW
2017-2018,27537,DF
2017-2018,51487,MF
2017-2018,110508,FW
2017-2018,106662,DF
2017-2018,209422,DF
2017-2018,511,MF
2017-2018,74577,DF
2017-2018,3000,DF
2017-2018,33903,FW
2017-2018,96547,DF
2017-2018,319853,DF
2017-2018,217704,FW
2017-2018,20097,FW
2017-2018,342915,DF
2017-2018,25508,FW
2017-2018,153029,DF
2017-2018,105951,DF
2017-2018,363532,DF
2017-2018,109296,FW
2017-2018,50070,FW
2017-2018,227866,DF
2017-2018,10086,FW
2017-2018,10597,DF
2017-2018,229544,DF
2017-2018,201918,DF
2017-2018,16632,DF
2017-2018,135590,Off_MF
2017-2018,51652,MF
2017-2018,106751,DF
2017-2018,808590,FW
2017-2018,101882,DF
2017-2018,765,MF
2017-2018,138572,DF
2017-2018,51340,DF
2017-2018,123976,DF
2017-2018,131108,DF
2017-2018,67647,FW
2017-2018,350560,DF
2017-2018,312388,Off_MF
2017-2018,14193,DF
2017-2018,548188,MF
2017-2018,41494,Off_MF
2017-2018,51460,DF
2017-2018,45970,FW
2017-2018,82703,MF
2017-2018,136262,FW
2017-2018,96702,MF
2017-2018,17088,DF
2017-2018,20826,FW
2017-2018,347010,FW
2017-2018,267863,DF
2017-2018,32414,DF
2017-2018,41447,DF
2017-2018,334149,MF
2017-2018,316152,Off_MF
2017-2018,186845,MF
2017-2018,34221,MF
2017-2018,157641,FW
2017-2018,49639,MF
2017-2018,43192,Off_MF
2017-2018,72998,Off_MF
2017-2018,26502,MF
2017-2018,155995,DF
2017-2018,28163,FW
2017-2018,14942,MF
2017-2018,751,MF
2017-2018,798583,DF
2017-2018,36465,MF
2017-2018,25530,FW
2017-2018,30144,DF
2017-2018,89894,DF
2017-2018,149479,Def_MF
2017-2018,799046,DF
2017-2018,317301,MF
2017-2018,218160,FW
2017-2018,103156,DF
2017-2018,124318,MF
2017-2018,750,FW
2017-2018,155718,MF
2017-2018,48411,DF
2017-2018,10710,DF
2017-2018,153158,FW
2017-2018,604232,DF
2017-2018,52093,FW
2017-2018,329303,MF
2017-2018,67507,DF
2017-2018,253367,FW
2017-2018,770677,MF
2017-2018,96363,DF
2017-2018,76265,DF
2017-2018,50605,MF
2017-2018,38574,DF
2017-2018,111505,FW
2017-2018,18304,MF
2017-2018,37446,DF
2017-2018,138827,DF
2017-2018,817957,FW
2017-2018,518,Off_MF
2017-2018,30502,DF
2017-2018,128637,DF
2017-2018,21927,FW
2017-2018,21626,FW
2017-2018,818413,DF
2017-2018,35921,DF
2017-2018,249399,FW
2017-2018,4502,MF
2017-2018,118982,Off_MF
2017-2018,40442,DF
2017-2018,138310,DF
2017-2018,23486,FW
2017-2018,94758,DF
2017-2018,18886,FW
2017-2018,226978,FW
2017-2018,305278,DF
2017-2018,259117,DF
2017-2018,58351,DF
2017-2018,115441,FW
2017-2018,88859,DF
2017-2018,84744,FW
2017-2018,114067,DF
2017-2018,41234,DF
2017-2018,142622,DF
2017-2018,19374,MF
2017-2018,577726,DF
2017-2018,18984,FW
2017-2018,15802,DF
2017-2018,14216,Off_MF
2017-2018,149731,FW
2017-2018,2806,MF
2017-2018,581314,MF
2017-2018,39482,MF
2017-2018,845486,MF
2017-2018,40360,MF
2017-2018,227864,DF
2017-2018,256219,Off_MF
2017-2018,5846,MF
2017-2018,8713,MF
2017-2018,250737,MF
2017-2018,70930,DF
2017-2018,254119,Off_MF
2017-2018,281277,DF
2017-2018,832427,Off_MF
2017-2018,27314,DF
2017-2018,25985,MF
2017-2018,2322979,DF
2017-2018,9645,DF
2017-2018,3574,MF
2017-2018,178407,MF
2017-2018,316148,MF
2017-2018,243583,DF
2017-2018,191182,Off_MF
2017-2018,95323,DF
2017-2018,830667,MF
2017-2018,16779,DF
2017-2018,146853,DF
2017-2018,143786,MF
2017-2018,132645,FW
2017-2018,152420,DF
2017-2018,22126,MF
2017-2018,32124,DF
2017-2018,106726,MF
2017-2018,357756,DF
2017-2018,138573,FW
2017-2018,101393,MF
2017-2018,356352,DF
2017-2018,31981,MF
2017-2018,9741,MF
2017-2018,45686,MF
2017-2018,257421,Def_MF
2017-2018,13989,Def_MF
2017-2018,137168,DF
2017-2018,4725,MF
2017-2018,129471,DF
2017-2018,16590,FW
2017-2018,280435,DF
2017-2018,7472,MF
2017-2018,93570,DF
2017-2018,82400,DF
2017-2018,158235,DF
2017-2018,293519,FW
2017-2018,139223,DF
2017-2018,116664,Off_MF
2017-2018,27583,FW
2017-2018,352916,DF
2017-2018,217384,DF
2017-2018,46125,DF
2017-2018,23213,DF
2017-2018,227672,DF
2017-2018,591750,Off_MF
2017-2018,3420,DF
2017-2018,11781,Off_MF
2017-2018,39282,MF
2017-2018,106496,DF
2017-2018,846081,MF
2017-2018,126588,FW
2017-2018,175581,MF
2017-2018,787941,MF
2017-2018,280979,Off_MF
2017-2018,797290,Off_MF
2017-2018,10589,DF
2017-2018,350170,FW
2017-2018,82943,DF
2017-2018,122663,Off_MF
2017-2018,26687,FW
2017-2018,100621,FW
2017-2018,147289,MF
2017-2018,31876,Def_MF
2017-2018,7058,DF
2017-2018,253387,DF
2017-2018,579576,DF
2017-2018,20752,DF
2017-2018,106288,Off_MF
2017-2018,84972,FW
2017-2018,51484,DF
2017-2018,358550,MF
2017-2018,3524,DF
2017-2018,73979,DF
2017-2018,157143,FW
2017-2018,337671,Off_MF
2017-2018,1749,Off_MF
2017-2018,109461,DF
2017-2018,148199,MF
2017-2018,27678,MF
2017-2018,345195,Off_MF
2017-2018,44138,MF
2017-2018,232306,FW
2017-2018,106572,FW
2017-2018,168749,DF
2017-2018,26576,DF
2017-2018,867180,DF
2017-2018,15635,Off_MF
2017-2018,175753,FW
2017-2018,32952,FW
2017-2018,50027,DF
2017-2018,6503,DF
2017-2018,39320,MF
2017-2018,287943,FW
2017-2018,85859,FW
2017-2018,336813,DF
2017-2018,48335,DF
2017-2018,289977,DF
2017-2018,168647,MF
2017-2018,267619,DF
2017-2018,111483,Off_MF
2017-2018,190147,FW
2017-2018,44848,DF
2017-2018,138546,DF
2017-2018,349568,Off_MF
2017-2018,55052,DF
2017-2018,566102,DF
2017-2018,44577,DF
2017-2018,47741,DF
2017-2018,27982,FW
2017-2018,2379,MF
2017-2018,47737,Off_MF
2017-2018,36784,Off_MF
2017-2018,29746,MF
2017-2018,111850,FW
2017-2018,14933,DF
2017-2018,138833,FW
2017-2018,347450,DF
2017-2018,263505,MF
2017-2018,110846,DF
2017-2018,19373,MF
2017-2018,331405,DF
2017-2018,801460,MF
2017-2018,288439,Def_MF
2017-2018,100389,MF
2017-2018,587720,FW
2017-2018,595576,FW
2017-2018,2951,DF
2017-2018,231946,Off_MF
2017-2018,21521,FW
2017-2018,124737,DF
2017-2018,138534,FW
2017-2018,13592,DF
2017-2018,117373,FW
2017-2018,344751,MF
2017-2018,326343,Def_MF
2017-2018,39433,MF
2017-2018,44104,DF
2017-2018,122951,MF
2017-2018,22481,FW
2017-2018,365358,MF
2017-2018,839112,FW
2017-2018,556960,DF
2017-2018,229598,DF
2017-2018,150864,DF
2017-2018,280025,DF
2017-2018,29791,DF
2017-2018,137774,DF
2017-2018,26971,DF
2017-2018,76122,MF
2017-2018,44001,Off_MF
2017-2018,2157,DF
2017-2018,96544,MF
2017-2018,305282,MF
2017-2018,130801,DF
2017-2018,816763,MF
2017-2018,78520,DF
2017-2018,4581,Off_MF
2017-2018,24464,Off_MF
2017-2018,770,DF
2017-2018,5585,DF
2017-2018,362014,DF
2017-2018,243241,MF
2017-2018,109610,MF
2017-2018,788216,DF
2017-2018,170887,DF
2017-2018,132874,MF
2017-2018,569556,Off_MF
2017-2018,114777,DF
2017-2018,227224,DF
2017-2018,135647,MF
2017-2018,248529,DF
2017-2018,784655,MF
2017-2018,49406,MF
2017-2018,111416,FW
2017-2018,34578,MF
2017-2018,38393,DF
2017-2018,252857,FW
2017-2018,125625,DF
2017-2018,45923,FW
2017-2018,220223,FW
2017-2018,542472,FW
2017-2018,168745,DF
2017-2018,569784,MF
2017-2018,153966,MF
2017-2018,106661,DF
2017-2018,151003,DF
2017-2018,122811,MF
2017-2018,15152,DF
2017-2018,17814,DF
2017-2018,32048,FW
2017-2018,330705,MF
2017-2018,17063,DF
2017-2018,11621,FW
2017-2018,132704,FW
2017-2018,141080,DF
2017-2018,13017,DF
2017-2018,23996,FW
2017-2018,96373,MF
2017-2018,11820,DF
2017-2018,3041,DF
2017-2018,35199,DF
2017-2018,153161,DF
2017-2018,168985,MF
2017-2018,33381,Off_MF
2017-2018,106337,MF
2017-2018,84539,MF
2017-2018,143697,FW
2017-2018,42707,DF
2017-2018,35532,FW
2017-2018,590262,MF
2017-2018,123223,FW
2017-2018,823622,FW
2017-2018,39348,DF
2017-2018,298920,MF
2017-2018,48546,FW
2017-2018,365406,DF
2017-2018,842419,DF
2017-2018,333275,DF
2017-2018,110783,MF
2017-2018,126699,FW
2017-2018,249629,Off_MF
2017-2018,44614,DF
2017-2018,83618,FW
2017-2018,145188,DF
2017-2018,136922,DF
2017-2018,48660,DF
2017-2018,38560,Off_MF
2017-2018,780014,DF
2017-2018,44760,DF
2017-2018,66477,MF
2017-2018,107128,FW
2017-2018,129472,Off_MF
2017-2018,28386,DF
2017-2018,45944,MF
2017-2018,6562,MF
2017-2018,42699,Off_MF
2017-2018,48751,DF
2017-2018,333589,DF
2017-2018,149732,MF
2017-2018,26989,FW
2017-2018,235672,FW
2017-2018,797286,DF
2017-2018,19438,FW
2017-2018,20375,DF
2017-2018,46707,FW
2017-2018,840217,FW
2017-2018,146101,MF
2017-2018,186855,Off_MF
2017-2018,98058,FW
2017-2018,24814,DF
2017-2018,23904,DF
2017-2018,759388,DF
2017-2018,96370,FW
2017-2018,259995,DF
2017-2018,49805,Off_MF
2017-2018,51421,FW
2017-2018,7635,MF
2017-2018,74083,DF
2017-2018,593526,FW
2017-2018,331447,MF
2017-2018,314040,DF
2017-2018,267747,MF
2017-2018,328103,DF
2017-2018,158277,MF
2017-2018,783374,FW
2017-2018,103045,FW
2017-2018,69408,DF
2017-2018,44563,DF
2017-2018,328519,DF
2017-2018,25506,DF
2017-2018,42483,FW
2017-2018,551772,FW
2017-2018,116666,DF
2017-2018,845168,Off_MF
2017-2018,78893,FW
2017-2018,139919,DF
2017-2018,44136,DF
2017-2018,48543,DF
2017-2018,36982,DF
2017-2018,143398,DF
2017-2018,120538,DF
2017-2018,21164,DF
2017-2018,13630,MF
2017-2018,27234,MF
2017-2018,139227,DF
2017-2018,801306,MF
2017-2018,47568,MF
2017-2018,787885,MF
2017-2018,69416,MF
2017-2018,150212,DF
2017-2018,16943,FW
2017-2018,159665,FW
2017-2018,282229,DF
2017-2018,16429,DF
2017-2018,227922,DF
2017-2018,40253,DF
2017-2018,5465,MF
2017-2018,353250,DF
2017-2018,823298,DF
2017-2018,3577,DF
2017-2018,32773,DF
2017-2018,27569,DF
2017-2018,153444,DF
2017-2018,48480,FW
2017-2018,35219,Off_MF
2017-2018,19356,FW
2017-2018,94286,Off_MF
2017-2018,892521,DF
2017-2018,150865,MF
2017-2018,148824,FW
2017-2018,158213,Off_MF
2017-2018,363856,MF
2017-2018,24057,DF
2017-2018,14718,DF
2017-2018,225092,DF
2017-2018,198028,Off_MF
2017-2018,233114,FW
2017-2018,142672,DF
2017-2018,74915,DF
2017-2018,51371,DF
2017-2018,108584,DF
2017-2018,76178,DF
2017-2018,158241,DF
2017-2018,122848,DF
2017-2018,234148,MF
2017-2018,46798,MF
2017-2018,218616,Off_MF
2017-2018,816115,DF
2017-2018,341143,FW
2017-2018,83506,DF
2017-2018,12994,FW
2017-2018,39182,MF
