Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand
Max Aarons,Norwich City,eng Premier League,DF,21,2881,32.0,,,,,355.3220361509835,Solid Squad Player
Yunis Abdelhamid,Reims,fr Ligue 1,DF,33,2983,33.1,,,,,448.3216096636354,Top Starter
Salis Abdul Samed,Clermont Foot,fr Ligue 1,MF,21,2462,27.4,,,240.14598540145988,Solid Squad Player,,
Laurent Abergel,Lorient,fr Ligue 1,MF,28,2956,32.8,,,369.16666666666674,Solid Squad Player,,
Dickson Abiama,Greuther Fürth,de Bundesliga,FW,22,726,8.1,177.57298227933148,Below Big-5 Level,,,,
Tammy Abraham,Roma,it Serie A,FW,23,3084,34.3,487.0943412026294,Top Starter,,,,
Luis Abram,Granada,es La Liga,DF,25,560,6.2,,,,,359.23317580363414,Solid Squad Player
Francesco Acerbi,Lazio,it Serie A,DF,33,2536,28.2,,,,,390.20293049408383,Solid Squad Player
Marcos Acuña,Sevilla,es La Liga,DF,29,2260,25.1,,,,,247.11766135125328,Solid Squad Player
Che Adams,Southampton,eng Premier League,FW,25,2039,22.7,332.47204158217374,Solid Squad Player,,,,
Tyler Adams,RB Leipzig,de Bundesliga,MF,22,1351,15.0,,,317.82222222222225,Solid Squad Player,,
Amine Adli,Leverkusen,de Bundesliga,FW,21,1256,14.0,339.9308390022675,Solid Squad Player,,,,
Yacine Adli,Bordeaux,fr Ligue 1,FW,21,2260,25.1,291.50800125273656,Solid Squad Player,,,,
Felix Afena-Gyan,Roma,it Serie A,FW,18,668,7.4,261.6989744846888,Solid Squad Player,,,,
Martin Agirregabiria,Alavés,es La Liga,DF,25,1616,18.0,,,,,322.8749651907546,Solid Squad Player
Lucien Agoume,Brest,fr Ligue 1,MF,19,1868,20.8,,,255.99358974358978,Solid Squad Player,,
Kevin Agudelo,Spezia,it Serie A,FW,22,1237,13.7,257.4207838853303,Solid Squad Player,,,,
Nayef Aguerd,Rennes,fr Ligue 1,DF,25,2735,30.4,,,,,349.2026117926395,Solid Squad Player
Ruben Aguilar,Monaco,fr Ligue 1,DF,28,2140,23.8,,,,,400.8991666842175,Top Starter
Anel Ahmedhodžić,Bordeaux,fr Ligue 1,DF,22,1350,15.0,,,,,425.2805346700083,Top Starter
Jean-Eudes Aholou,Strasbourg,fr Ligue 1,MF,27,1004,11.2,,,328.6904761904762,Solid Squad Player,,
Joseph Aidoo,Celta Vigo,es La Liga,DF,25,2637,29.3,,,,,367.88991819708536,Solid Squad Player
Ola Aina,Torino,it Serie A,DF,24,1437,16.0,,,,,343.1253132832081,Solid Squad Player
Rayan Aït-Nouri,Wolves,eng Premier League,Def_MF,20,1828,20.3,,,,,365.00035696437493,Solid Squad Player
Kristoffer Ajer,Brentford,eng Premier League,DF,23,1995,22.2,,,,,325.5080644554328,Solid Squad Player
Ludovic Ajorque,Strasbourg,fr Ligue 1,FW,27,2738,30.4,428.75534073278436,Top Starter,,,,
Manuel Akanji,Dortmund,de Bundesliga,DF,26,2261,25.1,,,,,396.7203533401897,Solid Squad Player
Carlos Akapo,Cádiz,es La Liga,DF,28,1844,20.5,,,,,453.21857489251585,Top Starter
Nathan Aké,Manchester City,eng Premier League,DF,26,923,10.3,,,,,301.4377367366636,Solid Squad Player
Paul Akouokou,Betis,es La Liga,MF,23,516,5.7,,,227.48538011695908,Solid Squad Player,,
Kevin Akpoguma,Hoffenheim,de Bundesliga,FW,26,1527,17.0,192.0087812902939,Below Big-5 Level,,,,
David Alaba,Real Madrid,es La Liga,DF,29,2642,29.4,,,,,308.56392682386235,Solid Squad Player
Tomás Alarcón,Cádiz,es La Liga,MF,22,1425,15.8,,,301.5189873417721,Solid Squad Player,,
Lucas Alario,Leverkusen,de Bundesliga,FW,28,655,7.3,639.9920168980835,Top Starter,,,,
Jordi Alba,Barcelona,es La Liga,DF,32,2644,29.4,,,,,293.12123847032547,Solid Squad Player
Luis Alberto,Lazio,it Serie A,MF,28,2353,26.1,,,819.0804597701149,World Class,,
Raúl Albiol,Villarreal,es La Liga,DF,35,2465,27.4,,,,,355.4528657409948,Solid Squad Player
Marc Albrighton,Leicester City,eng Premier League,FW,31,1132,12.6,157.84851647890196,Below Big-5 Level,,,,
Paco Alcácer,Villarreal,es La Liga,FW,27,787,8.7,315.1804849653783,Solid Squad Player,,,,
Thiago Alcántara,Liverpool,eng Premier League,MF,30,1534,17.0,,,658.0784313725492,Top Starter,,
Rubén Alcaraz,Cádiz,es La Liga,MF,30,1105,12.3,,,401.1382113821138,Top Starter,,
Omar Alderete,Valencia,es La Liga,DF,24,2403,26.7,,,,,433.98959320899,Top Starter
Iván Alejo,Cádiz,es La Liga,FW,26,1065,11.8,287.7753628758472,Solid Squad Player,,,,
Carles Aleñá,Getafe,es La Liga,MF,23,2320,25.8,,,320.7235142118863,Solid Squad Player,,
Trent Alexander-Arnold,Liverpool,eng Premier League,DF,22,2853,31.7,,,,,263.4624415929413,Solid Squad Player
Mohamed Ali Cho,Angers,fr Ligue 1,FW,17,1837,20.4,261.52557319223985,Solid Squad Player,,,,
Allan,Everton,eng Premier League,MF,30,2183,24.3,,,310.1783264746228,Solid Squad Player,,
Jim Allevinah,Clermont Foot,fr Ligue 1,FW,26,1488,16.5,232.15346205822397,Solid Squad Player,,,,
Dele Alli,Tottenham,eng Premier League,MF,25,657,7.3,,,216.62100456621005,Solid Squad Player,,
Miguel Almirón,Newcastle Utd,eng Premier League,FW,27,1716,19.1,132.31770567447455,Below Big-5 Level,,,,
Marcos Alonso,Chelsea,eng Premier League,DF,30,2167,24.1,,,,,363.20150306610225,Solid Squad Player
Giorgio Altare,Cagliari,it Serie A,DF,22,1466,16.3,,,,,454.00044077473837,Top Starter
Yeray Álvarez,Athletic Club,es La Liga,DF,26,1860,20.7,,,,,452.79317456281603,Top Starter
Dani Alves,Barcelona,es La Liga,DF,38,1098,12.2,,,,,275.0000684772039,Solid Squad Player
Ibrahim Amadou,Metz,fr Ligue 1,Def_MF,28,812,9.0,,,,,376.5093934514224,Solid Squad Player
Daniel Amartey,Leicester City,eng Premier League,DF,26,2123,23.6,,,,,380.2251391189838,Solid Squad Player
Amath,Mallorca,es La Liga,FW,25,884,9.8,130.46647230320696,Below Big-5 Level,,,,
Kelvin Amian,Spezia,it Serie A,DF,23,2646,29.4,,,,,354.1114588160775,Solid Squad Player
Nadiem Amiri,Genoa,it Serie A,FW,24,683,7.6,246.99552452559973,Solid Squad Player,,,,
Ethan Ampadu,Venezia,it Serie A,Def_MF,20,2282,25.4,,,,,518.0432880672525,Top Starter
Sofyan Amrabat,Fiorentina,it Serie A,MF,24,944,10.5,,,296.8253968253968,Solid Squad Player,,
Joachim Andersen,Crystal Palace,eng Premier League,DF,25,2916,32.4,,,,,393.0769310106543,Solid Squad Player
Felipe Anderson,Lazio,it Serie A,FW,28,2888,32.1,340.30118111626786,Solid Squad Player,,,,
Sebastian Andersson,Köln,de Bundesliga,FW,30,1257,14.0,261.4770003239391,Solid Squad Player,,,,
Andrés Andrade Cedeño,Arminia,de Bundesliga,DF,22,1046,11.6,,,,,432.1401204159825,Top Starter
Benjamin André,Lille,fr Ligue 1,MF,30,2752,30.6,,,297.2549019607843,Solid Squad Player,,
Marcos André,Valencia,es La Liga,FW,24,973,10.8,289.88587945466253,Solid Squad Player,,,,
Robert Andrich,Leverkusen,de Bundesliga,MF,26,1817,20.2,,,366.30363036303635,Solid Squad Player,,
José Ángel,Osasuna,es La Liga,DF,31,1083,12.0,,,,,248.4784182678919,Solid Squad Player
Angeliño,RB Leipzig,de Bundesliga,DF,24,2298,25.5,,,,,263.14701787147607,Solid Squad Player
Cristian Ansaldi,Torino,it Serie A,DF,34,691,7.7,,,,,277.8730375722856,Solid Squad Player
Janis Antiste,Spezia,it Serie A,FW,18,796,8.8,140.7803202088916,Below Big-5 Level,,,,
Waldemar Anton,Stuttgart,de Bundesliga,DF,25,2595,28.8,,,,,394.9447693307342,Solid Squad Player
Michail Antonio,West Ham,eng Premier League,FW,31,2971,33.0,385.4541789779885,Solid Squad Player,,,,
Christopher Antwi-Adjei,Bochum,de Bundesliga,FW,27,1130,12.6,176.27444240482794,Below Big-5 Level,,,,
Houssem Aouar,Lyon,fr Ligue 1,FW,23,2504,27.8,340.86850519584334,Solid Squad Player,,,,
Adil Aouchiche,Saint-Étienne,fr Ligue 1,FW,19,1081,12.0,263.26190476190476,Solid Squad Player,,,,
Dennis Appiah,Nantes,fr Ligue 1,DF,29,2099,23.3,,,,,372.53964668466585,Solid Squad Player
Mauro Arambarri,Getafe,es La Liga,MF,25,2663,29.6,,,449.7972972972973,Top Starter,,
Mattia Aramu,Venezia,it Serie A,FW,26,2100,23.3,380.0676638800489,Solid Squad Player,,,,
Charles Aránguiz,Leverkusen,de Bundesliga,MF,32,1578,17.5,,,462.85714285714283,Top Starter,,
Néstor Araujo,Celta Vigo,es La Liga,DF,29,2617,29.1,,,,,313.80513138516386,Solid Squad Player
Ronald Araújo,Barcelona,es La Liga,DF,22,2272,25.2,,,,,382.93617641988567,Solid Squad Player
Adam Armstrong,Southampton,eng Premier League,FW,24,1413,15.7,257.4621060030523,Solid Squad Player,,,,
Stuart Armstrong,Southampton,eng Premier League,Off_MF,29,1473,16.4,268.404945799458,Solid Squad Player,,,,
Marko Arnautović,Bologna,it Serie A,FW,32,2694,29.9,445.62247425912017,Top Starter,,,,
Maximilian Arnold,Wolfsburg,de Bundesliga,MF,27,2994,33.3,,,461.861861861862,Top Starter,,
Tolgay Arslan,Udinese,it Serie A,MF,30,1658,18.4,,,311.84782608695656,Solid Squad Player,,
Santiago Arzamendia,Cádiz,es La Liga,MF,23,469,5.2,,,179.6153846153846,Below Big-5 Level,,
Takuma Asano,Bochum,de Bundesliga,FW,26,1608,17.9,283.0063530067521,Solid Squad Player,,,,
Santiago Ascacíbar,Hertha BSC,de Bundesliga,MF,24,2375,26.4,,,208.1818181818182,Solid Squad Player,,
Marco Asensio,Real Madrid,es La Liga,FW,25,1731,19.2,479.19353111615015,Top Starter,,,,
Kristoffer Askildsen,Sampdoria,it Serie A,Def_MF,20,754,8.4,,,,,386.6126063952151,Solid Squad Player
Kristjan Asllani,Empoli,it Serie A,MF,19,1353,15.0,,,284.31111111111113,Solid Squad Player,,
Iago Aspas,Celta Vigo,es La Liga,FW,33,3087,34.3,509.95382876182526,Top Starter,,,,
Lorenz Assignon,Rennes,fr Ligue 1,DF,21,616,6.8,,,,,338.3871443314168,Solid Squad Player
Simon Asta,Greuther Fürth,de Bundesliga,DF,20,783,8.7,,,,,296.46222836785444,Solid Squad Player
Youcef Atal,Nice,fr Ligue 1,DF,25,1140,12.7,,,,,393.40556114696193,Solid Squad Player
Pierre-Emerick Aubameyang,Arsenal,eng Premier League,FW,32,1037,11.5,392.25222649446255,Solid Squad Player,,,,
Pierre-Emerick Aubameyang,Barcelona,es La Liga,FW,32,1082,12.0,646.766439909297,Top Starter,,,,
Tommaso Augello,Sampdoria,it Serie A,DF,26,2395,26.6,,,,,287.7823631761106,Solid Squad Player
Ludwig Augustinsson,Sevilla,es La Liga,FW,27,793,8.8,116.10358688930118,Below Big-5 Level,,,,
Serge Aurier,Villarreal,es La Liga,DF,28,1010,11.2,,,,,301.90058479532166,Solid Squad Player
Ezequiel Ávila,Osasuna,es La Liga,FW,27,1870,20.8,279.1349206349206,Solid Squad Player,,,,
Taiwo Awoniyi,Union Berlin,de Bundesliga,FW,23,2174,24.2,514.7853582204233,Top Starter,,,,
Jordan Ayew,Crystal Palace,eng Premier League,FW,29,2019,22.4,240.8732588273405,Solid Squad Player,,,,
Kaan Ayhan,Sassuolo,it Serie A,DF,26,1354,15.0,,,,,386.51829573934833,Solid Squad Player
Luke Ayling,Leeds United,eng Premier League,DF,29,2272,25.2,,,,,448.32849319064854,Top Starter
César Azpilicueta,Chelsea,eng Premier League,DF,31,2070,23.0,,,,,366.60695216301616,Solid Squad Player
Iddrisu Baba,Mallorca,es La Liga,Def_MF,25,1934,21.5,,,,,329.03741152679476,Solid Squad Player
Carlos Bacca,Granada,es La Liga,FW,34,513,5.7,179.91323546962644,Below Big-5 Level,,,,
Loïc Bade,Rennes,fr Ligue 1,DF,21,985,10.9,,,,,387.4419994941482,Solid Squad Player
Milan Badelj,Genoa,it Serie A,MF,32,2844,31.6,,,287.4683544303797,Solid Squad Player,,
Benoît Badiashile,Monaco,fr Ligue 1,DF,20,1838,20.4,,,,,389.9084312087408,Solid Squad Player
Stéphane Bahoken,Angers,fr Ligue 1,FW,29,1099,12.2,276.25982305490504,Solid Squad Player,,,,
Leon Bailey,Aston Villa,eng Premier League,FW,23,761,8.5,269.6768485171847,Solid Squad Player,,,,
Nedim Bajrami,Empoli,it Serie A,FW,22,2054,22.8,423.12219039662654,Top Starter,,,,
Tiemoué Bakayoko,Milan,it Serie A,MF,26,501,5.6,,,238.33333333333334,Solid Squad Player,,
Mitchel Bakker,Leverkusen,de Bundesliga,DF,21,1822,20.2,,,,,287.97538400456585,Solid Squad Player
Ridle Baku,Wolfsburg,de Bundesliga,FW,23,2446,27.2,238.19754568494065,Solid Squad Player,,,,
Keita Baldé,Cagliari,it Serie A,FW,26,1229,13.7,244.19522650909514,Solid Squad Player,,,,
Mikel Balenziaga,Athletic Club,es La Liga,DF,33,2027,22.5,,,,,329.03473498561215,Solid Squad Player
Leonardo Balerdi,Marseille,fr Ligue 1,DF,22,950,10.6,,,,,410.7936507936507,Top Starter
Iván Balliu,Rayo Vallecano,es La Liga,DF,29,3147,35.0,,,,,249.74302422723477,Solid Squad Player
Fodé Ballo-Touré,Milan,it Serie A,DF,24,446,5.0,,,,,327.0923976608187,Solid Squad Player
Abdoulaye Bamba,Angers,fr Ligue 1,FW,31,458,5.1,57.450980392156865,Below Big-5 Level,,,,
Jonathan Bamba,Lille,fr Ligue 1,FW,25,2428,27.0,216.537093026511,Solid Squad Player,,,,
Patrick Bamford,Leeds United,eng Premier League,FW,27,559,6.2,427.51530002682074,Top Starter,,,,
Filippo Bandinelli,Empoli,it Serie A,Off_MF,26,1955,21.7,268.7847066783703,Solid Squad Player,,,,
Mattia Bani,Genoa,it Serie A,DF,27,1211,13.5,,,,,449.0360806618116,Top Starter
Shandon Baptiste,Brentford,eng Premier League,MF,23,910,10.1,,,285.78217821782175,Solid Squad Player,,
Antonín Barák,Hellas Verona,it Serie A,FW,26,2340,26.0,428.93392057677767,Top Starter,,,,
Melvin Bard,Nice,fr Ligue 1,DF,20,2589,28.8,,,,,362.28603917200405,Solid Squad Player
Enis Bardhi,Levante,es La Liga,FW,26,1701,18.9,326.79822793314855,Solid Squad Player,,,,
Keidi Bare,Espanyol,es La Liga,MF,23,1481,16.5,,,278.0606060606061,Solid Squad Player,,
Nicolò Barella,Inter,it Serie A,Off_MF,24,2913,32.4,403.5166813639036,Top Starter,,,,
Kike Barja,Osasuna,es La Liga,FW,24,865,9.6,225.8495212899975,Solid Squad Player,,,,
Ashley Barnes,Burnley,eng Premier League,FW,31,808,9.0,178.6543629797598,Below Big-5 Level,,,,
Harvey Barnes,Leicester City,eng Premier League,FW,23,2101,23.3,420.24112677975336,Top Starter,,,,
Antonio Barragán,Elche,es La Liga,DF,34,1020,11.3,,,,,347.44383081597795,Solid Squad Player
Leandro Barreiro Martins,Mainz 05,de Bundesliga,MF,21,1789,19.9,,,336.33500837520944,Solid Squad Player,,
Ander Barrenetxea,Real Sociedad,es La Liga,FW,19,547,6.1,242.6620076081435,Solid Squad Player,,,,
Jacob Barrett Laursen,Arminia,de Bundesliga,DF,26,1632,18.1,,,,,316.76428640662425,Solid Squad Player
Musa Barrow,Bologna,it Serie A,FW,22,2134,23.7,391.93567075212644,Solid Squad Player,,,,
Marc Bartra,Betis,es La Liga,DF,30,1993,22.1,,,,,457.99838963925646,Top Starter
Toma Bašić,Lazio,it Serie A,MF,24,982,10.9,,,374.18960244648315,Solid Squad Player,,
Alessandro Bastoni,Inter,it Serie A,DF,22,2311,25.7,,,,,382.23080398792047,Solid Squad Player
Simone Bastoni,Spezia,it Serie A,MF,24,2288,25.4,,,543.2283464566931,Top Starter,,
Rodrigo Battaglia,Mallorca,es La Liga,MF,30,1179,13.1,,,173.07888040712467,Below Big-5 Level,,
Maximilian Bauer,Greuther Fürth,de Bundesliga,DF,21,1690,18.8,,,,,448.27688175952454,Top Starter
Timo Baumgartl,Union Berlin,de Bundesliga,DF,25,2166,24.1,,,,,387.7156237758989,Solid Squad Player
Christoph Baumgartner,Hoffenheim,de Bundesliga,FW,21,1888,21.0,357.5217219162797,Solid Squad Player,,,,
Bebé,Rayo Vallecano,es La Liga,FW,31,867,9.6,299.3179012345679,Solid Squad Player,,,,
Ihlas Bebou,Hoffenheim,de Bundesliga,FW,27,2091,23.2,337.92996585607415,Solid Squad Player,,,,
Rodrigo Becão,Udinese,it Serie A,DF,25,3130,34.8,,,,,382.91238371093186,Solid Squad Player
Mads Bech Sørensen,Brentford,eng Premier League,DF,22,835,9.3,,,,,328.30894440402074,Solid Squad Player
Sheraldo Becker,Union Berlin,de Bundesliga,FW,26,1758,19.5,375.7553249219916,Solid Squad Player,,,,
Jan Bednarek,Southampton,eng Premier League,DF,25,2629,29.2,,,,,495.74392602510846,Top Starter
Donny van de Beek,Everton,eng Premier League,MF,24,483,5.4,,,240.37037037037038,Solid Squad Player,,
Kevin Behrens,Union Berlin,de Bundesliga,FW,30,499,5.5,487.61434068576926,Top Starter,,,,
Youcef Belaïli,Brest,fr Ligue 1,FW,29,825,9.2,444.5013802622498,Top Starter,,,,
Ishak Belfodil,Hertha BSC,de Bundesliga,FW,29,1636,18.2,297.3164428164428,Solid Squad Player,,,,
Haris Belkebla,Brest,fr Ligue 1,MF,27,2310,25.7,,,213.77431906614788,Solid Squad Player,,
Stefan Bell,Mainz 05,de Bundesliga,DF,29,2864,31.8,,,,,368.48735140691446,Solid Squad Player
Armel Bella Kotchap,Bochum,de Bundesliga,DF,19,1768,19.6,,,,,460.5863452694817,Top Starter
Raoul Bellanova,Cagliari,it Serie A,FW,21,2496,27.7,146.47785363644053,Below Big-5 Level,,,,
Karim Bellarabi,Leverkusen,de Bundesliga,FW,31,683,7.6,433.7100489318534,Top Starter,,,,
Jean-Ricner Bellegarde,Strasbourg,fr Ligue 1,MF,23,2332,25.9,,,424.6332046332046,Top Starter,,
Héctor Bellerín,Betis,es La Liga,DF,26,1979,22.0,,,,,292.54651780967566,Solid Squad Player
Jude Bellingham,Dortmund,de Bundesliga,MF,18,2790,31.0,,,594.5376344086022,Top Starter,,
Andrea Belotti,Torino,it Serie A,FW,27,1371,15.2,453.243366352389,Top Starter,,,,
Fran Beltrán,Celta Vigo,es La Liga,MF,22,2597,28.9,,,211.74163783160324,Solid Squad Player,,
Wissam Ben Yedder,Monaco,fr Ligue 1,FW,30,2529,28.1,693.9458579794117,Top Starter,,,,
Darío Benedetto,Elche,es La Liga,FW,31,590,6.6,320.3491490872443,Solid Squad Player,,,,
Ismaël Bennacer,Milan,it Serie A,MF,23,1525,16.9,,,464.5759368836292,Top Starter,,
Saïd Benrahma,West Ham,eng Premier League,FW,25,2168,24.1,384.306059722183,Solid Squad Player,,,,
Ramy Bensebaini,Gladbach,de Bundesliga,DF,26,2020,22.4,,,,,443.8742690058479,Top Starter
Nabil Bentaleb,Angers,fr Ligue 1,MF,26,1515,16.8,,,197.69841269841268,Below Big-5 Level,,
Rodrigo Bentancur,Tottenham,eng Premier League,MF,24,1361,15.1,,,536.9094922737307,Top Starter,,
Rodrigo Bentancur,Juventus,it Serie A,MF,24,1155,12.8,,,378.2291666666667,Solid Squad Player,,
Christian Benteke,Crystal Palace,eng Premier League,FW,30,1145,12.7,345.63337023348265,Solid Squad Player,,,,
Karim Benzema,Real Madrid,es La Liga,FW,33,2593,28.8,886.6908541194255,World Class,,,,
Domenico Berardi,Sassuolo,it Serie A,FW,26,2819,31.3,608.5576782363638,Top Starter,,,,
Yuri Berchiche,Athletic Club,es La Liga,DF,31,1015,11.3,,,,,340.3452584263017,Solid Squad Player
Álex Berenguer,Athletic Club,es La Liga,Off_MF,26,2168,24.1,351.07020022393465,Solid Squad Player,,,,
Bartosz Bereszyński,Sampdoria,it Serie A,DF,29,2946,32.7,,,,,336.4484606010438,Solid Squad Player
Jóhann Berg Guðmundsson,Burnley,eng Premier League,Off_MF,30,1102,12.2,131.72635310954982,Below Big-5 Level,,,,
Mitchell van Bergen,Reims,fr Ligue 1,FW,21,983,10.9,139.1806153654122,Below Big-5 Level,,,,
Steven Bergwijn,Tottenham,eng Premier League,FW,23,565,6.3,486.3771910880754,Top Starter,,,,
Valon Berisha,Reims,fr Ligue 1,FW,28,455,5.1,162.2388288648793,Below Big-5 Level,,,,
Federico Bernardeschi,Juventus,it Serie A,FW,27,1475,16.4,210.47254945338574,Solid Squad Player,,,,
Juan Bernat,Paris S-G,fr Ligue 1,MF,28,958,10.6,,,236.7924528301887,Solid Squad Player,,
Jason Berthomier,Clermont Foot,fr Ligue 1,MF,31,1732,19.2,,,681.701388888889,Top Starter,,
Daniel Bessa,Hellas Verona,it Serie A,MF,28,768,8.5,,,483.68627450980387,Top Starter,,
Beto,Udinese,it Serie A,FW,23,2173,24.1,404.1668485743766,Top Starter,,,,
Jordan Beyer,Gladbach,de Bundesliga,DF,21,1384,15.4,,,,,394.68411287960157,Solid Squad Player
Giulian Biancone,Troyes,fr Ligue 1,Def_MF,21,2292,25.5,,,,,458.3311546840959,Top Starter
Pedro Bigas,Elche,es La Liga,DF,30,1551,17.2,,,,,384.4265703017233,Solid Squad Player
El Bilal Touré,Reims,fr Ligue 1,FW,19,1194,13.3,300.7340261083548,Solid Squad Player,,,,
Jean-Claude Billong,Clermont Foot,fr Ligue 1,DF,27,980,10.9,,,,,322.9964820307649,Solid Squad Player
Luis Binks,Bologna,it Serie A,DF,19,646,7.2,,,,,448.94458368142574,Top Starter
Cristiano Biraghi,Fiorentina,it Serie A,DF,28,3153,35.0,,,,,215.1764172335601,Solid Squad Player
Davide Biraschi,Genoa,it Serie A,DF,27,930,10.3,,,,,447.72059598835267,Top Starter
Yves Bissouma,Brighton,eng Premier League,MF,24,2111,23.5,,,292.5390070921985,Solid Squad Player,,
Ludovic Blas,Nantes,fr Ligue 1,FW,23,2961,32.9,385.1552885929786,Solid Squad Player,,,,
Myron Boadu,Monaco,fr Ligue 1,FW,20,960,10.7,386.9647395822295,Solid Squad Player,,,,
Jérôme Boateng,Lyon,fr Ligue 1,DF,32,1622,18.0,,,,,395.9747516940499,Solid Squad Player
Kevin-Prince Boateng,Hertha BSC,de Bundesliga,FW,34,696,7.7,90.93775951939217,Below Big-5 Level,,,,
Herbert Bockhorn,Bochum,de Bundesliga,DF,26,850,9.4,,,,,336.8982740539291,Solid Squad Player
Jean-Paul Boëtius,Mainz 05,de Bundesliga,MF,27,1800,20.0,,,460.73333333333335,Top Starter,,
Jeremie Boga,Atalanta,it Serie A,FW,24,764,8.5,239.74849939975996,Solid Squad Player,,,,
Jeremie Boga,Sassuolo,it Serie A,FW,24,670,7.4,223.90044125758413,Solid Squad Player,,,,
Emil Bohinen,Salernitana,it Serie A,MF,22,699,7.8,,,413.50427350427356,Top Starter,,
Quentin Boisgard,Lorient,fr Ligue 1,FW,24,958,10.6,182.80530241446684,Below Big-5 Level,,,,
Willy Boly,Wolves,eng Premier League,DF,30,900,10.0,,,,,478.6018379281538,Top Starter
Giacomo Bonaventura,Fiorentina,it Serie A,Off_MF,31,2266,25.2,318.5460947341899,Solid Squad Player,,,,
Federico Bonazzoli,Salernitana,it Serie A,FW,24,1866,20.7,367.458928069349,Solid Squad Player,,,,
Kevin Bonifazi,Bologna,it Serie A,DF,25,1210,13.4,,,,,419.5284230476689,Top Starter
Leonardo Bonucci,Juventus,it Serie A,DF,34,2005,22.3,,,,,363.6924898194664,Solid Squad Player
Sebastiaan Bornauw,Wolfsburg,de Bundesliga,DF,22,2007,22.3,,,,,464.97079769678305,Top Starter
Rafael Borré,Eint Frankfurt,de Bundesliga,FW,25,2378,26.4,336.84512929751025,Solid Squad Player,,,,
Sven Botman,Lille,fr Ligue 1,DF,21,2250,25.0,,,,,392.79211361737674,Solid Squad Player
Denis Bouanga,Saint-Étienne,fr Ligue 1,FW,26,2436,27.1,399.3081557346186,Solid Squad Player,,,,
Hicham Boudaoui,Nice,fr Ligue 1,Off_MF,21,1621,18.0,221.7540564373898,Solid Squad Player,,,,
Ryad Boudebouz,Saint-Étienne,fr Ligue 1,FW,31,2252,25.0,292.49433106575964,Solid Squad Player,,,,
Sofiane Boufal,Angers,fr Ligue 1,FW,27,2330,25.9,449.79171007742434,Top Starter,,,,
Farid Boulaya,Metz,fr Ligue 1,FW,28,1526,17.0,303.28566982348497,Solid Squad Player,,,,
Benjamin Bourigeaud,Rennes,fr Ligue 1,FW,27,3193,35.5,435.7082388510959,Top Starter,,,,
Jarrod Bowen,West Ham,eng Premier League,FW,24,2983,33.1,432.37638298018095,Top Starter,,,,
Dedryck Boyata,Hertha BSC,de Bundesliga,DF,30,1898,21.1,,,,,365.6517712491771,Solid Squad Player
Lucas Boyé,Elche,es La Liga,FW,25,1713,19.0,360.605462067868,Solid Squad Player,,,,
Julian Brandt,Dortmund,de Bundesliga,FW,25,2078,23.1,464.9927408192714,Top Starter,,,,
Darko Brašanac,Osasuna,es La Liga,Off_MF,29,2405,26.7,158.6308349681945,Below Big-5 Level,,,,
Lilian Brassier,Brest,fr Ligue 1,DF,21,2263,25.1,,,,,396.6380759335256,Solid Squad Player
Josip Brekalo,Torino,it Serie A,Off_MF,23,2286,25.4,392.36510123734536,Solid Squad Player,,,,
Gleison Bremer,Torino,it Serie A,DF,24,2890,32.1,,,,,540.9453019880958,Top Starter
Armando Broja,Southampton,eng Premier League,FW,19,1975,21.9,256.902830843144,Solid Squad Player,,,,
Dylan Bronn,Metz,fr Ligue 1,DF,26,2545,28.3,,,,,363.124536901736,Solid Squad Player
John Brooks,Wolfsburg,de Bundesliga,DF,28,2615,29.1,,,,,421.3048084127845,Top Starter
Josh Brownhill,Burnley,eng Premier League,MF,25,2955,32.8,,,379.0243902439024,Solid Squad Player,,
Marcelo Brozović,Inter,it Serie A,MF,28,2937,32.6,,,397.58691206543966,Solid Squad Player,,
Cédric Brunner,Arminia,de Bundesliga,DF,27,2183,24.3,,,,,402.4827500850892,Top Starter
Jacob Bruun Larsen,Hoffenheim,de Bundesliga,FW,22,812,9.0,415.73460989334,Top Starter,,,,
Ante Budimir,Osasuna,es La Liga,FW,30,1738,19.3,367.4697147713432,Solid Squad Player,,,,
Emi Buendía,Aston Villa,eng Premier League,FW,24,1899,21.1,368.28437272750057,Solid Squad Player,,,,
Osman Bukari,Nantes,fr Ligue 1,FW,22,1012,11.2,340.2096965770435,Solid Squad Player,,,,
Alessandro Buongiorno,Torino,it Serie A,DF,22,1181,13.1,,,,,393.8548661730662,Solid Squad Player
Jonathan Burkardt,Mainz 05,de Bundesliga,FW,21,2611,29.0,404.7475825579274,Top Starter,,,,
Dan Burn,Newcastle Utd,eng Premier League,DF,29,1440,16.0,,,,,430.09425077846123,Top Starter
Dan Burn,Brighton,eng Premier League,DF,29,1022,11.4,,,,,480.24622960911046,Top Starter
Maxime Busi,Reims,fr Ligue 1,DF,21,1296,14.4,,,,,333.4229091246635,Solid Squad Player
Gianluca Busio,Venezia,it Serie A,MF,19,1950,21.7,,,296.036866359447,Solid Squad Player,,
Sergio Busquets,Barcelona,es La Liga,MF,33,3198,35.5,,,344.169014084507,Solid Squad Player,,
Sam Byram,Norwich City,eng Premier League,DF,27,1027,11.4,,,,,502.59375179042763,Top Starter
Jimmy Cabot,Angers,fr Ligue 1,DF,27,2008,22.3,,,,,365.23296282559915,Solid Squad Player
