Player,Squad,Comp,Pos,Season,90s,Succ_Per90,Cmp%,PrgC_Per90,PrgR_Per90,TB_Per90,Gls_Per90,Ast_Per90,xG_Per90,xAG_Per90,SoT_Per90,SCA_Per90,KP_Per90,TklW_Per90,Int_Per90,Blocks_Per90,Clr_Per90,Recov_Per90,Carries_Per90
Nikolas Špalek,Brescia,it Serie A,"MF,FW",2019-2020,17.5,0.286,65.9,1.886,5.314,0.057,0.114,0.057,0.183,0.114,0.571,1.943,1.029,0.571,0.343,0.857,0.571,4.857,21.029
Leonardo Spinazzola,Roma,it Serie A,DF,2019-2020,17.2,1.337,79.1,6.047,6.86,0.0,0.058,0.116,0.064,0.192,0.233,3.198,1.279,0.698,1.163,0.756,2.384,5.0,36.337
Mattia Sprocati,Parma,it Serie A,"FW,MF",2019-2020,6.6,0.758,66.2,2.121,5.909,0.0,0.152,0.0,0.106,0.061,0.909,3.03,1.212,0.303,0.303,0.758,0.303,5.303,25.152
Bassem Srarfi,Nice,fr Ligue 1,"FW,MF",2019-2020,1.5,0.667,84.8,2.0,7.333,0.0,0.0,0.0,0.067,0.067,0.0,1.333,0.667,0.0,1.333,0.0,0.0,2.0,30.667
Dennis Srbeny,Norwich City,eng Premier League,"MF,FW",2019-2020,0.5,4.0,72.2,0.0,8.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,2.0,2.0,10.0,40.0
Dennis Srbeny,Paderborn 07,de Bundesliga,"FW,MF",2019-2020,12.4,1.048,61.7,1.129,3.387,0.081,0.403,0.081,0.234,0.04,0.726,2.581,0.565,0.484,0.242,0.887,0.726,1.935,17.742
Jerry St. Juste,Mainz 05,de Bundesliga,DF,2019-2020,23.5,0.426,85.4,0.511,0.213,0.0,0.085,0.085,0.03,0.051,0.085,0.638,0.213,1.064,2.213,1.489,3.66,5.362,31.234
Jack Stacey,Bournemouth,eng Premier League,DF,2019-2020,17.2,0.93,71.6,2.209,3.314,0.058,0.0,0.116,0.029,0.128,0.116,1.105,0.581,0.64,1.047,1.57,3.721,5.116,28.953
Kostas Stafylidis,Hoffenheim,de Bundesliga,DF,2019-2020,4.4,0.909,77.6,0.909,3.864,0.0,0.227,0.0,0.023,0.068,0.455,3.182,0.909,0.682,0.455,2.273,3.864,4.318,21.364
Benjamin Stambouli,Schalke 04,de Bundesliga,DF,2019-2020,9.0,0.667,76.7,1.0,0.222,0.111,0.0,0.0,0.0,0.0,0.0,0.556,0.0,2.111,1.333,1.778,3.111,7.333,34.556
Junior Stanislas,Bournemouth,eng Premier League,"MF,FW",2019-2020,7.9,1.392,69.9,3.797,5.316,0.253,0.38,0.0,0.266,0.101,0.759,3.165,1.519,0.886,0.506,0.759,0.759,5.443,27.848
Niklas Stark,Hertha BSC,de Bundesliga,DF,2019-2020,19.2,0.104,82.2,0.573,0.156,0.052,0.052,0.0,0.036,0.031,0.104,0.781,0.208,1.042,1.094,1.406,5.052,3.802,29.531
Renato Steffen,Wolfsburg,de Bundesliga,"MF,FW",2019-2020,17.6,1.761,73.5,2.443,6.193,0.114,0.341,0.17,0.256,0.136,0.568,2.727,1.42,1.023,1.307,1.42,0.568,6.42,28.807
Dale Stephens,Brighton,eng Premier League,MF,2019-2020,28.1,0.356,85.4,0.32,0.498,0.107,0.0,0.036,0.021,0.046,0.071,1.779,0.712,1.566,2.064,1.103,1.495,8.185,35.125
Jack Stephens,Southampton,eng Premier League,DF,2019-2020,27.2,0.257,71.8,0.625,0.404,0.074,0.037,0.11,0.037,0.051,0.037,0.625,0.294,0.993,1.14,1.397,4.412,5.147,28.824
Mariusz Stępiński,Hellas Verona,it Serie A,"FW,MF",2019-2020,7.8,0.385,63.9,1.154,8.077,0.0,0.385,0.128,0.372,0.013,0.897,1.026,0.385,0.385,0.128,0.385,0.897,3.205,20.128
Raheem Sterling,Manchester City,eng Premier League,FW,2019-2020,29.5,1.898,79.9,5.119,14.542,0.339,0.678,0.034,0.617,0.21,1.22,4.237,1.627,0.508,0.508,0.542,0.136,3.254,41.22
Enda Stevens,Sheffield Utd,eng Premier League,DF,2019-2020,37.2,1.64,72.7,2.473,5.296,0.054,0.054,0.108,0.035,0.142,0.108,2.07,0.914,1.237,0.941,0.726,1.909,6.075,30.538
Marco Stiepermann,Norwich City,eng Premier League,MF,2019-2020,13.1,1.298,70.2,2.672,3.969,0.382,0.0,0.0,0.115,0.061,0.458,2.443,0.916,0.611,0.382,0.84,1.221,4.275,27.328
Lars Stindl,Gladbach,de Bundesliga,"MF,FW",2019-2020,15.9,0.692,80.5,0.943,5.912,0.252,0.566,0.189,0.453,0.289,0.818,4.34,1.698,1.006,0.629,1.132,0.44,4.969,35.094
Kevin Stöger,Düsseldorf,de Bundesliga,MF,2019-2020,14.1,1.489,80.0,1.489,2.979,0.142,0.0,0.284,0.057,0.156,0.426,4.681,1.844,1.064,1.844,1.702,0.496,7.801,36.95
Vlatko Stojanovski,Nîmes,fr Ligue 1,FW,2019-2020,1.4,1.429,72.4,1.429,7.857,0.0,0.0,0.0,0.286,0.071,1.429,3.571,2.143,2.143,0.0,0.0,0.714,1.429,18.571
John Stones,Manchester City,eng Premier League,DF,2019-2020,12.5,0.4,94.0,1.76,0.08,0.0,0.0,0.0,0.032,0.008,0.08,1.04,0.16,0.8,0.72,0.4,2.56,5.52,66.8
Gabriel Strefezza,SPAL,it Serie A,"DF,MF",2019-2020,23.4,1.709,76.7,3.077,5.171,0.043,0.043,0.085,0.111,0.073,0.47,3.205,1.111,1.709,0.897,1.239,0.726,4.316,30.897
Tobias Strobl,Gladbach,de Bundesliga,"MF,DF",2019-2020,6.8,0.588,87.1,0.147,0.441,0.147,0.0,0.0,0.0,0.044,0.0,0.882,0.588,0.882,1.618,1.176,0.735,6.912,39.412
Christian Strohdiek,Paderborn 07,de Bundesliga,DF,2019-2020,15.1,0.132,73.0,0.331,0.132,0.132,0.066,0.132,0.066,0.139,0.199,1.258,0.728,1.457,1.656,1.06,6.093,3.775,26.755
Kevin Strootman,Marseille,fr Ligue 1,MF,2019-2020,15.7,0.191,85.2,1.338,1.274,0.191,0.127,0.191,0.115,0.064,0.064,1.783,0.764,1.72,1.083,1.019,1.529,5.223,41.783
Jens Stryger Larsen,Udinese,it Serie A,DF,2019-2020,31.0,0.516,74.6,1.806,4.677,0.032,0.032,0.097,0.042,0.065,0.097,1.774,0.774,0.613,0.645,0.645,1.677,4.323,32.323
Stefano Sturaro,Genoa,it Serie A,MF,2019-2020,13.9,1.295,70.5,1.151,2.374,0.144,0.072,0.144,0.129,0.101,0.432,2.086,0.791,1.583,0.719,1.151,1.871,4.964,27.122
Damián Suárez,Getafe,es La Liga,DF,2019-2020,28.8,0.833,63.7,1.007,2.049,0.069,0.035,0.139,0.031,0.104,0.174,2.951,1.146,1.111,0.938,0.868,1.424,5.104,20.382
Denis Suárez,Celta Vigo,es La Liga,"MF,FW",2019-2020,18.1,3.315,75.2,5.138,6.354,0.276,0.055,0.276,0.11,0.276,0.442,3.536,2.32,0.829,0.773,0.497,0.663,4.696,40.497
Luis Suárez,Barcelona,es La Liga,FW,2019-2020,22.2,1.036,75.1,1.351,7.703,0.045,0.721,0.36,0.572,0.113,1.847,3.063,1.171,0.0,0.045,0.27,0.495,1.622,22.793
Mathías Suárez,Montpellier,fr Ligue 1,DF,2019-2020,0.7,0.0,70.4,1.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857,1.429,0.0,4.286,2.857,15.714
Neven Subotić,Union Berlin,de Bundesliga,DF,2019-2020,21.8,0.138,70.9,0.55,0.229,0.0,0.046,0.0,0.055,0.023,0.138,0.78,0.229,0.826,1.56,0.963,4.083,4.908,22.615
Isaac Success,Watford,eng Premier League,"FW,MF",2019-2020,0.8,1.25,70.0,5.0,11.25,0.0,0.0,0.0,0.125,0.125,1.25,6.25,1.25,0.0,1.25,0.0,0.0,2.5,35.0
Marek Suchý,Augsburg,de Bundesliga,DF,2019-2020,4.4,0.227,84.3,0.227,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,1.136,1.364,0.909,3.409,3.864,29.091
Niklas Süle,Bayern Munich,de Bundesliga,DF,2019-2020,7.1,0.282,91.4,0.704,0.0,0.141,0.0,0.141,0.085,0.085,0.141,0.845,0.282,0.845,1.127,1.127,3.099,5.493,63.099
Ki Sung-yueng,Newcastle Utd,eng Premier League,MF,2019-2020,1.5,1.333,88.7,0.667,2.0,0.0,0.0,0.0,0.0,0.067,0.0,2.667,1.333,0.667,2.0,0.667,1.333,2.667,28.0
Stoppila Sunzu,Metz,fr Ligue 1,DF,2019-2020,15.0,0.133,86.3,0.133,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.333,0.067,0.533,1.6,1.467,4.2,4.333,19.333
Andrew Surman,Bournemouth,eng Premier League,MF,2019-2020,2.6,0.0,80.8,0.385,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.385,0.769,0.385,0.385,1.923,6.923,33.462
Suso,Milan,it Serie A,"FW,MF",2019-2020,15.1,1.656,74.8,3.245,9.801,0.397,0.066,0.132,0.073,0.298,0.795,5.762,2.715,0.199,0.53,0.331,0.199,3.907,43.775
Suso,Sevilla,es La Liga,"FW,MF",2019-2020,8.7,2.184,73.8,2.069,5.977,0.69,0.115,0.115,0.092,0.207,0.805,4.828,2.069,0.46,0.23,0.69,0.0,4.023,36.092
Bosko Sutalo,Atalanta,it Serie A,DF,2019-2020,3.1,0.645,84.8,3.226,0.968,0.0,0.0,0.0,0.032,0.032,0.0,1.29,0.323,0.645,1.935,1.29,1.935,7.097,35.484
Markus Suttner,Düsseldorf,de Bundesliga,DF,2019-2020,14.9,0.537,70.0,1.208,4.094,0.0,0.0,0.067,0.04,0.054,0.134,2.685,1.007,1.074,0.872,1.477,2.215,6.107,31.342
Mattias Svanberg,Bologna,it Serie A,MF,2019-2020,11.7,0.598,82.3,2.222,3.675,0.085,0.085,0.171,0.137,0.111,0.769,3.59,1.624,0.684,1.111,1.282,0.855,3.846,28.462
Issiaga Sylla,Toulouse,fr Ligue 1,DF,2019-2020,28.0,1.107,72.4,2.643,3.321,0.0,0.0,0.071,0.043,0.071,0.143,1.821,0.893,1.75,2.393,1.107,3.214,6.75,31.607
Ádám Szalai,Mainz 05,de Bundesliga,FW,2019-2020,12.7,0.945,59.7,0.787,5.433,0.079,0.079,0.079,0.354,0.102,0.787,2.52,1.102,0.315,0.157,0.709,1.102,2.756,22.205
Andrea Tabanelli,Lecce,it Serie A,MF,2019-2020,10.7,1.121,78.7,2.243,5.047,0.0,0.093,0.0,0.103,0.019,0.187,1.495,0.467,1.215,1.028,1.215,1.776,4.766,27.664
Tachi,Alavés,es La Liga,DF,2019-2020,2.6,0.0,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,1.538,1.923,4.615,3.077,13.077
Panagiotis Tachtsidis,Lecce,it Serie A,MF,2019-2020,22.3,0.852,78.1,1.794,0.807,0.045,0.0,0.09,0.036,0.09,0.314,3.049,1.076,1.211,1.57,1.211,1.435,6.726,33.632
Jonathan Tah,Leverkusen,de Bundesliga,DF,2019-2020,23.2,0.603,89.7,0.603,0.086,0.043,0.0,0.043,0.013,0.017,0.043,0.819,0.172,1.121,1.164,1.078,4.224,6.552,62.026
Flavien Tait,Rennes,fr Ligue 1,"MF,FW",2019-2020,9.8,2.245,72.9,4.694,6.837,0.102,0.204,0.204,0.122,0.133,0.408,4.286,1.837,1.327,0.918,0.714,0.51,5.306,37.755
Adrien Tameze,Atalanta,it Serie A,MF,2019-2020,2.3,2.174,89.8,0.87,1.304,0.0,0.0,0.0,0.0,0.043,0.0,4.348,1.304,1.304,1.304,1.304,1.739,8.261,60.435
Adrien Tameze,Nice,fr Ligue 1,MF,2019-2020,5.8,1.379,84.8,1.897,4.138,0.172,0.172,0.0,0.138,0.069,0.172,1.724,1.207,0.345,1.207,1.207,0.172,4.31,25.0
Japhet Tanganga,Tottenham,eng Premier League,DF,2019-2020,5.8,1.034,80.5,0.517,1.207,0.0,0.0,0.0,0.017,0.017,0.172,0.862,0.172,1.552,1.897,1.207,5.345,4.655,30.172
Edmond Tapsoba,Leverkusen,de Bundesliga,DF,2019-2020,11.8,0.508,91.1,0.339,0.0,0.0,0.0,0.0,0.025,0.008,0.0,0.678,0.085,1.271,0.763,0.763,3.729,8.136,67.119
Matt Targett,Aston Villa,eng Premier League,"DF,MF",2019-2020,25.5,0.314,71.8,0.863,3.176,0.118,0.039,0.078,0.016,0.102,0.157,2.353,1.02,1.137,2.196,1.098,3.216,4.784,25.137
Rodrigo Tarín,Leganés,es La Liga,DF,2019-2020,10.6,0.0,75.9,0.472,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.189,0.0,0.66,0.849,0.66,4.811,3.019,13.491
James Tarkowski,Burnley,eng Premier League,DF,2019-2020,38.0,0.342,70.3,0.053,0.053,0.0,0.053,0.053,0.055,0.082,0.132,0.868,0.395,1.132,1.658,1.658,5.368,4.737,18.421
Júlio Tavares,Dijon,fr Ligue 1,FW,2019-2020,22.2,0.27,64.3,0.586,6.036,0.045,0.225,0.09,0.32,0.108,0.811,2.387,1.441,0.36,0.36,0.405,1.306,1.937,16.351
Charlie Taylor,Burnley,eng Premier League,DF,2019-2020,21.6,0.88,69.5,2.824,2.13,0.0,0.0,0.046,0.0,0.042,0.0,1.25,0.556,1.111,1.343,1.343,3.611,5.139,24.491
Neil Taylor,Aston Villa,eng Premier League,DF,2019-2020,12.1,0.165,78.5,0.579,2.066,0.0,0.0,0.0,0.017,0.033,0.0,0.744,0.413,0.909,1.653,1.24,3.554,4.628,20.826
Aurélien Tchouaméni,Bordeaux,fr Ligue 1,MF,2019-2020,12.3,1.22,84.6,0.732,0.488,0.081,0.0,0.081,0.057,0.024,0.407,1.382,0.488,1.138,1.057,0.894,1.545,7.154,39.675
Aurélien Tchouaméni,Monaco,fr Ligue 1,MF,2019-2020,0.7,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.286,0.429,1.429,5.714,2.857,0.0,0.0,0.0,2.857,4.286,21.429
Georg Teigl,Augsburg,de Bundesliga,"DF,MF",2019-2020,1.2,1.667,81.5,0.833,0.833,0.0,0.0,0.0,0.083,0.0,0.0,0.833,0.0,0.833,2.5,0.0,0.833,2.5,20.833
Álvaro Tejero,Eibar,es La Liga,DF,2019-2020,16.1,0.373,71.2,1.677,2.795,0.0,0.0,0.0,0.012,0.062,0.062,2.236,1.056,1.118,1.739,1.056,2.36,5.652,27.019
Bernard Tekpetey,Düsseldorf,de Bundesliga,"FW,MF",2019-2020,5.0,1.8,59.2,4.2,7.0,0.0,0.0,0.2,0.08,0.06,0.2,3.0,1.0,0.8,0.4,1.0,0.0,3.4,24.4
Cristian Tello,Betis,es La Liga,"MF,FW",2019-2020,8.7,1.494,74.4,3.678,9.54,0.0,0.23,0.0,0.218,0.034,0.69,2.759,0.69,0.575,0.46,0.575,0.0,4.828,33.103
Łukasz Teodorczyk,Udinese,it Serie A,FW,2019-2020,2.5,2.0,69.4,2.8,5.6,0.0,0.0,0.4,0.08,0.36,0.8,1.6,1.2,2.0,0.0,0.8,0.4,5.2,21.2
Hidde ter Avest,Udinese,it Serie A,DF,2019-2020,7.6,0.263,72.2,0.789,3.684,0.0,0.0,0.0,0.013,0.053,0.132,2.105,1.053,1.184,1.184,0.789,3.553,4.079,28.421
Simon Terodde,Köln,de Bundesliga,FW,2019-2020,9.0,0.333,56.2,1.0,5.0,0.0,0.333,0.111,0.678,0.111,1.111,1.889,0.778,0.556,0.222,1.556,1.556,2.889,11.0
Martin Terrier,Lyon,fr Ligue 1,"FW,MF",2019-2020,13.3,1.278,76.8,2.481,4.586,0.376,0.075,0.15,0.12,0.128,0.602,2.331,1.203,1.128,0.752,1.053,0.827,4.737,23.835
Kenny Tete,Lyon,fr Ligue 1,DF,2019-2020,11.9,0.924,79.3,3.193,7.395,0.0,0.0,0.084,0.059,0.126,0.168,2.353,1.008,1.765,1.597,1.008,2.857,5.966,45.378
Alexander Tettey,Norwich City,eng Premier League,"MF,DF",2019-2020,26.0,0.577,87.9,0.731,0.462,0.038,0.038,0.038,0.031,0.019,0.115,0.923,0.192,0.692,1.654,0.769,2.769,6.346,35.538
Malick Thiaw,Schalke 04,de Bundesliga,DF,2019-2020,0.8,0.0,75.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.5,2.5,5.0,1.25,37.5
Jan Thielmann,Köln,de Bundesliga,"FW,MF",2019-2020,6.2,0.161,58.2,1.452,5.968,0.0,0.0,0.161,0.048,0.016,0.323,0.806,0.484,0.968,1.29,1.29,0.968,6.935,23.065
Sada Thioub,Angers,fr Ligue 1,"MF,FW",2019-2020,16.8,3.631,77.9,5.0,10.119,0.06,0.06,0.119,0.06,0.137,0.298,3.512,1.607,0.714,0.238,0.536,0.298,4.643,33.69
Luke Thomas,Leicester City,eng Premier League,"MF,DF",2019-2020,3.0,1.0,78.6,2.0,5.333,0.0,0.0,0.333,0.0,0.2,0.0,4.667,3.333,0.0,1.0,0.667,2.333,4.0,38.667
Romain Thomas,Angers,fr Ligue 1,DF,2019-2020,26.0,0.115,85.3,0.077,0.038,0.0,0.038,0.077,0.027,0.012,0.077,0.5,0.192,0.654,1.5,1.346,4.538,4.846,21.192
Adrien Thomasson,Strasbourg,fr Ligue 1,"MF,FW",2019-2020,23.0,1.261,76.0,2.261,6.478,0.13,0.348,0.043,0.243,0.126,0.783,3.696,1.739,0.913,0.391,0.913,0.391,5.739,33.783
Erik Thommy,Düsseldorf,de Bundesliga,"MF,FW",2019-2020,25.1,1.793,69.6,4.303,7.052,0.08,0.239,0.159,0.183,0.195,0.837,3.984,1.554,0.916,0.637,0.916,0.797,5.538,26.494
Morten Thorsby,Sampdoria,it Serie A,"MF,DF",2019-2020,20.7,0.386,76.7,0.773,2.657,0.0,0.048,0.048,0.092,0.048,0.193,1.884,0.966,1.643,0.821,1.159,1.643,5.169,20.966
Khéphren Thuram,Nice,fr Ligue 1,MF,2019-2020,6.6,1.212,87.0,0.455,0.606,0.152,0.0,0.0,0.015,0.015,0.0,1.97,0.455,1.061,1.061,1.818,1.97,4.697,36.97
Marcus Thuram,Gladbach,de Bundesliga,FW,2019-2020,24.5,2.571,65.3,3.918,8.857,0.041,0.408,0.327,0.42,0.306,1.469,3.224,1.224,0.735,0.49,0.816,0.735,4.0,27.592
Youri Tielemans,Leicester City,eng Premier League,MF,2019-2020,31.4,0.924,79.8,1.465,3.917,0.414,0.096,0.191,0.086,0.143,0.414,3.503,1.656,0.924,0.701,1.369,0.573,5.987,41.783
Kieran Tierney,Arsenal,eng Premier League,"DF,MF",2019-2020,11.0,1.091,74.6,2.364,6.091,0.0,0.091,0.091,0.018,0.091,0.182,1.091,0.545,1.455,0.818,0.909,3.364,5.455,32.273
Cheick Timite,Amiens,fr Ligue 1,"MF,FW",2019-2020,1.3,0.0,74.4,3.077,3.846,1.538,0.0,0.0,0.077,0.077,0.769,1.538,0.769,0.0,1.538,0.0,0.769,4.615,25.385
David Timor,Getafe,es La Liga,"MF,DF",2019-2020,10.5,0.381,58.6,0.381,0.476,0.0,0.286,0.0,0.057,0.019,0.667,2.0,0.381,0.571,1.714,0.762,2.19,4.476,16.0
Marcel Tisserand,Wolfsburg,de Bundesliga,DF,2019-2020,13.4,0.672,75.4,1.418,0.0,0.149,0.075,0.075,0.06,0.037,0.149,1.045,0.299,0.746,2.388,0.97,3.657,6.642,37.985
Jean-Clair Todibo,Barcelona,es La Liga,DF,2019-2020,0.9,0.0,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,3.333,44.444
Jean-Clair Todibo,Schalke 04,de Bundesliga,DF,2019-2020,4.1,2.683,85.0,1.463,0.488,0.0,0.0,0.0,0.073,0.0,0.244,0.488,0.244,2.439,3.659,0.488,5.854,7.561,50.976
Karl Toko Ekambi,Villarreal,es La Liga,FW,2019-2020,11.0,1.818,77.8,2.636,8.364,0.0,0.545,0.182,0.727,0.136,1.727,2.0,0.818,0.273,0.273,0.182,0.182,1.364,19.545
Karl Toko Ekambi,Lyon,fr Ligue 1,"FW,MF",2019-2020,6.0,1.333,76.4,4.167,9.667,0.0,0.333,0.167,0.367,0.2,1.167,3.0,1.667,0.333,0.833,0.333,0.167,3.5,28.167
Corentin Tolisso,Bayern Munich,de Bundesliga,MF,2019-2020,7.1,0.986,88.8,1.831,5.775,0.282,0.141,0.282,0.183,0.225,0.423,4.93,1.831,0.563,0.563,1.268,0.282,8.028,57.042
Jeremy Toljan,Sassuolo,it Serie A,DF,2019-2020,24.3,0.741,84.4,3.457,5.35,0.0,0.041,0.082,0.025,0.095,0.082,1.811,1.152,0.864,0.741,0.947,2.387,4.897,35.432
Rafael Tolói,Atalanta,it Serie A,DF,2019-2020,29.0,0.345,80.6,1.241,1.31,0.034,0.069,0.207,0.107,0.079,0.31,1.828,0.586,1.0,1.552,1.069,2.759,7.241,42.586
Raúl de Tomás,Espanyol,es La Liga,FW,2019-2020,11.9,2.521,75.6,1.261,5.966,0.168,0.336,0.0,0.42,0.05,1.092,2.521,0.504,0.588,0.84,0.672,0.336,2.857,24.538
Takehiro Tomiyasu,Bologna,it Serie A,DF,2019-2020,28.1,1.174,81.7,2.598,2.278,0.0,0.036,0.107,0.039,0.075,0.071,1.566,0.641,0.854,1.744,1.21,2.776,5.053,37.972
James Tomkins,Crystal Palace,eng Premier League,DF,2019-2020,17.6,0.057,79.1,0.057,0.227,0.057,0.057,0.057,0.062,0.006,0.114,0.341,0.114,0.966,1.193,0.966,5.852,4.659,20.114
Fikayo Tomori,Chelsea,eng Premier League,DF,2019-2020,14.3,0.629,87.3,0.979,0.28,0.21,0.07,0.0,0.028,0.007,0.21,1.399,0.28,1.119,1.538,0.909,3.357,6.643,63.706
Nenad Tomović,SPAL,it Serie A,DF,2019-2020,19.5,0.205,82.4,1.59,0.923,0.0,0.0,0.051,0.041,0.026,0.154,1.026,0.462,0.974,1.538,1.641,3.333,3.128,30.718
Sandro Tonali,Brescia,it Serie A,MF,2019-2020,33.5,1.164,70.9,1.343,1.134,0.06,0.03,0.209,0.036,0.188,0.209,4.03,2.03,0.746,1.224,1.075,1.254,6.746,26.149
Lorenzo Tonelli,Sampdoria,it Serie A,DF,2019-2020,7.8,0.769,81.6,0.385,0.0,0.0,0.0,0.0,0.026,0.0,0.128,0.641,0.0,1.154,0.513,1.282,2.949,4.615,31.795
Toño,Levante,es La Liga,DF,2019-2020,17.7,1.243,78.7,3.164,5.763,0.0,0.0,0.113,0.006,0.113,0.0,2.034,1.017,1.073,0.734,0.621,1.921,6.102,33.616
Ömer Toprak,Werder Bremen,de Bundesliga,DF,2019-2020,7.9,0.759,89.2,1.013,0.633,0.0,0.0,0.0,0.025,0.013,0.127,0.759,0.127,0.253,1.519,0.759,5.19,5.949,49.241
Ernesto Torregrossa,Brescia,it Serie A,FW,2019-2020,20.5,1.512,63.5,1.756,7.512,0.244,0.341,0.146,0.395,0.141,1.024,3.366,0.976,0.341,0.244,0.488,1.073,2.293,26.341
Lucas Torreira,Arsenal,eng Premier League,MF,2019-2020,16.8,1.012,86.8,0.774,1.19,0.119,0.06,0.06,0.083,0.048,0.357,2.024,0.893,0.952,2.024,1.429,1.429,6.369,36.012
Ferrán Torres,Valencia,es La Liga,"MF,FW",2019-2020,25.0,2.16,69.7,3.48,7.76,0.12,0.16,0.2,0.16,0.196,0.36,2.4,1.0,0.6,0.56,0.8,0.48,5.0,27.8
Óliver Torres,Sevilla,es La Liga,"MF,FW",2019-2020,17.7,1.186,80.0,2.09,4.576,0.282,0.169,0.169,0.085,0.164,0.565,2.825,1.13,1.525,0.734,1.299,0.508,6.78,40.96
Pau Torres,Villarreal,es La Liga,DF,2019-2020,33.0,0.303,85.1,0.818,0.091,0.03,0.061,0.03,0.052,0.07,0.061,0.455,0.333,0.636,0.818,1.182,4.636,6.152,42.03
Roberto Torres,Osasuna,es La Liga,"MF,FW",2019-2020,30.2,0.662,63.7,1.49,6.126,0.099,0.232,0.265,0.272,0.222,0.629,3.311,1.424,0.53,1.026,1.358,1.225,4.934,25.695
Lucas Torró,Eint Frankfurt,de Bundesliga,MF,2019-2020,3.7,0.541,83.4,1.081,1.081,0.0,0.0,0.0,0.054,0.0,0.0,1.351,0.541,1.892,2.162,0.541,0.811,7.568,22.162
Jordan Torunarigha,Hertha BSC,de Bundesliga,DF,2019-2020,16.2,0.864,84.8,0.926,0.494,0.062,0.062,0.062,0.037,0.043,0.062,1.173,0.494,1.173,1.914,2.037,4.63,4.63,36.728
Cenk Tosun,Crystal Palace,eng Premier League,FW,2019-2020,2.0,3.0,63.6,2.5,5.5,0.0,0.5,0.0,0.25,0.3,1.0,1.5,0.5,1.0,0.0,0.0,0.5,3.0,20.5
Cenk Tosun,Everton,eng Premier League,FW,2019-2020,3.2,0.312,65.0,0.625,8.438,0.0,0.312,0.0,0.312,0.062,0.938,2.5,1.25,0.0,0.0,0.312,0.312,1.875,17.812
Abdoulaye Touré,Nantes,fr Ligue 1,MF,2019-2020,24.7,1.255,83.7,1.377,1.215,0.04,0.121,0.0,0.126,0.049,0.324,1.66,0.688,0.85,1.174,1.255,0.729,7.328,37.328
Almamy Touré,Eint Frankfurt,de Bundesliga,DF,2019-2020,16.6,1.446,67.4,1.928,4.217,0.0,0.06,0.181,0.114,0.133,0.301,2.41,1.325,1.145,1.386,1.084,3.253,6.024,23.735
Lucas Tousart,Lyon,fr Ligue 1,MF,2019-2020,19.6,0.765,84.1,0.765,1.633,0.153,0.102,0.102,0.107,0.036,0.561,1.531,0.51,1.633,1.582,0.969,1.378,5.867,34.082
Andros Townsend,Crystal Palace,eng Premier League,"FW,MF",2019-2020,14.4,2.639,69.3,3.889,5.347,0.069,0.069,0.069,0.028,0.132,0.347,2.222,0.903,1.458,1.042,1.25,0.694,6.736,28.125
Aleksandar Trajkovski,Mallorca,es La Liga,"MF,FW",2019-2020,3.7,2.162,74.4,4.324,7.027,0.0,0.0,0.0,0.135,0.324,1.081,6.757,3.784,0.0,0.811,0.541,0.27,5.405,37.297
Adama Traoré,Wolves,eng Premier League,"FW,DF",2019-2020,28.9,6.332,64.5,8.72,8.512,0.311,0.138,0.311,0.131,0.228,0.415,3.841,1.661,0.727,0.45,0.657,0.484,4.083,32.734
Adama Traoré,Metz,fr Ligue 1,"FW,MF",2019-2020,11.2,2.5,81.4,2.143,3.304,0.268,0.089,0.357,0.116,0.232,0.357,5.446,3.125,0.089,0.268,0.625,0.446,4.911,29.196
Bertrand Traoré,Lyon,fr Ligue 1,"FW,MF",2019-2020,13.9,2.374,74.1,2.59,9.496,0.144,0.072,0.216,0.266,0.23,0.791,4.173,1.871,1.007,1.511,1.223,1.151,4.604,36.187
Charles Traore,Nantes,fr Ligue 1,DF,2019-2020,19.3,0.674,73.3,1.14,1.192,0.0,0.0,0.052,0.005,0.016,0.0,1.244,0.466,1.813,2.021,1.088,3.316,5.44,29.845
Hamari Traoré,Rennes,fr Ligue 1,DF,2019-2020,26.8,0.933,79.4,3.172,4.552,0.112,0.0,0.187,0.052,0.101,0.187,2.5,1.269,0.97,1.791,0.821,2.201,6.306,37.836
Ibrahima Traoré,Gladbach,de Bundesliga,"FW,MF",2019-2020,1.7,2.353,74.6,4.706,10.588,0.588,0.0,0.588,0.353,0.235,0.0,4.706,1.765,1.765,0.588,0.588,1.765,2.941,35.882
Ismaël Traoré,Angers,fr Ligue 1,DF,2019-2020,22.8,0.175,83.6,0.307,0.088,0.044,0.0,0.0,0.035,0.013,0.0,0.789,0.219,0.526,1.184,1.009,3.728,5.789,23.158
