Player,OffScore_mean,MidScore_mean,DefScore_mean,Min,90s,MainScore_mean
Pedro Lima,,,,70,0.8,
Pedro López Muñoz,,,569.1683954974341,3126,34.8,378.9666666666667
Pedro Mendes,,,669.8644994380961,8553,95.0,607.25
Pedro Mosquera,,414.7726315819755,,3446,38.3,413.95
Pedro Neto,436.7020980166218,,,10389,115.3,564.6428571428571
Pedro Obiang,,390.54828439823876,,7163,79.5,309.81666666666666
Pedro Ortiz,,,,7,0.1,
Pedro Pereira,,,468.51384804354745,7820,86.8,145.64999999999998
Pedro Porro,,,630.5412628152841,11468,127.5,680.6833333333333
Pedro Rebocho,,,551.7609531845662,4961,55.1,169.45
Peio Canales,,,,259,2.9,
Pejiño,442.97063230886766,,,520,5.8,539.6
Pelayo Fernandez,,,,143,1.6,
Pelly Ruddock Mpanzu,,215.908540875551,,1101,12.2,13.3
Pelé,,298.2317887188094,,469,5.2,78.6
Pep Biel,,,,285,3.2,
Pep Chavarría,,,563.8774907094089,5760,64.0,493.9666666666667
Pepe Sánchez,,,,253,2.8,
Pepín,,574.21655499414,,1441,16.1,747.4
Peque,325.5280340596473,,,1766,19.6,220.05
Per Ciljan Skjelbred,,341.6192020333899,,4808,53.5,200.69999999999996
Per Mertesacker,,,,366,4.1,
Percy Prado,,,,185,2.1,
Percy Tau,,,,103,1.1,
Pere Milla,433.59703985131875,,,7474,83.1,504.7
Pere Pons,,358.4647355647701,,8991,99.89999999999999,259.56
Perr Schuurs,,,567.2421586651483,3096,34.4,451.95
Peru Nolaskoain,,,819.4378071679405,474,5.3,992.0
Pervis Estupiñán,,,567.6080334023427,12623,140.3,512.4
Petar Brlek,,,,232,2.6,
Petar Mićin,,,,15,0.2,
Petar Musa,452.90346679616584,,,715,7.9,579.1
Petar Ratkov,,,,36,0.4,
Petar Stojanović,,,601.4601737950759,4265,47.4,567.85
Petar Sucic,452.5461559187111,,,848,9.4,478.5
Petar Škuletić,441.38349366850827,,,943,10.5,493.4
Peter Ankersen,,,408.0889684636099,1063,11.8,51.5
Peter Crouch,405.1389742245941,,,1659,18.4,507.7
Peter González,211.4331035689687,,,1153,12.8,35.25
Peter Pekarík,,,568.0597970712364,6493,72.1,386.85
Petko Hristov,,,620.5786457163729,1613,18.0,650.5
Pharell Hensel,,,,8,0.1,
Phil Bardsley,,,697.6238533519921,4959,55.1,808.7666666666668
Phil Foden,693.2658065291747,,,13072,145.1,912.2857142857143
Phil Harres,474.6552587019863,,,1544,17.2,596.9
Phil Jagielka,,,678.7686177101234,3166,35.1,787.9
Phil Jones,,,661.2286267198094,3534,39.199999999999996,668.2
Philip Ankhrah,,,,13,0.1,
Philip Billing,417.4955583415311,417.71768413468544,,10025,111.3,383.32000000000005
Philipp Bargfrede,,359.3322193488342,857.7919438285294,3551,39.5,456.7
Philipp Förster,501.3305943161097,,,4170,46.3,611.1333333333333
Philipp Hofmann,337.94818563569174,,,6479,72.0,299.2666666666667
Philipp Klement,,,,759,8.5,
Philipp Lienhart,,,585.4375260487093,16588,184.5,471.81111111111113
Philipp Max,,,438.7545466940152,10278,114.2,80.8
Philipp Ochs,,,,73,0.8,
Philipp Sander,,358.84040253890225,725.9901594471944,2302,25.6,567.8
Philipp Treu,,398.9949795861173,413.26440309416023,3822,42.5,217.15
Philippe Coutinho,665.6203615288108,,,9133,101.60000000000001,746.65
Philippe Koffi,,,,375,4.2,
Philippe Sandler,,,,70,0.8,
Phillip Tietz,423.16516564055735,,,4350,48.3,480.95
Phillipp Mwene,,,444.5583499717065,7903,87.8,141.9
Pica,,,686.0997847180125,499,5.5,870.2
Piero Hincapié,,,658.1967332876851,9346,103.9,764.02
Pierre Cornud,,,714.5655724272135,576,6.4,812.6
Pierre Ekwah Elimby,,343.8536764193306,,2575,28.6,152.0
Pierre Højbjerg,,522.2361279089615,,22116,245.9,624.0333333333333
Pierre Kalulu,,,622.0297620105366,9730,108.2,617.8
Pierre Kunde,,409.6649645883802,,4665,51.8,350.6666666666667
Pierre Lees-Melou,,583.5978901971653,,19740,219.3,664.7555555555556
Pierre-Emerick Aubameyang,620.4220584758787,,,16976,188.5,776.0699999999999
Pierre-Yves Hamel,286.80508188624617,,,1480,16.4,238.25
Pierre-Yves Polomat,,,577.6076516737245,950,10.6,285.0
Pierrick Capelle,,562.9095939840421,666.1466952925699,10692,118.9,655.8571428571429
Pierrick Valdivia,,,,99,1.1,
Pietro Ceccaroni,,,584.854463743883,3165,35.2,516.6
Pietro Comuzzo,,,671.9736579630918,3248,36.099999999999994,748.6500000000001
Pietro Iemmello,269.6129611211433,,,880,9.8,169.2
Pietro Pellegri,309.6126348909749,,,2600,29.0,271.65000000000003
Pione Sisto,375.77229368150483,,,4252,47.3,394.5333333333333
Piotr Zieliński,552.5833984107776,615.4654796938022,,17948,199.4,697.7444444444444
Pipa,,,607.0078962043525,473,5.3,618.7
Pirmin Schwegler,,658.2468826636591,,4394,48.900000000000006,778.5
Plamedi Nsingi,,,,16,0.2,
Pol Lirola,,,452.0821614275266,14347,159.6,120.90000000000002
Pol Lozano,,337.0986599525321,,3387,37.6,235.9
Pontus Almqvist,218.42371209540045,,,3619,40.2,58.0
Pontus Jansson,,,560.4694816936101,4045,44.9,491.5
Portu,398.702590355721,,,16293,181.2,428.1666666666667
Presnel Kimpembe,,,613.3145809079348,11285,125.4,461.01666666666665
Prince Oniangué,,295.38230035520064,,3399,37.7,77.55
Prince-Désir Gouano,,,639.7362941831977,5636,62.6,417.3
Prosper Peter,494.45863232627937,,,679,7.5,660.8
Przemysław Frankowski,,,558.7924763297663,9763,108.5,354.12
Przemysław Płacheta,123.56760886172653,,,504,5.6,6.6
Przemysław Szymiński,,,,9,0.1,
Przemysław Wiśniewski,,,568.766831268729,1003,11.1,458.4
Préjuce Nakoulma,342.1021763163307,,,1148,12.8,312.1
Përparim Hetemaj,,410.5779933259427,,6783,75.4,369.0
Qazim Laçi,,,,212,2.4,
Quentin Bernard,,,640.4210974810447,630,7.0,631.0
Quentin Boisgard,340.2920566717355,548.566878981179,,3781,41.9,345.8666666666666
Quentin Cornette,456.83806389688755,,,1006,11.2,553.8
Quentin Merlin,,,549.3326131499908,8376,93.1,342.01666666666665
Quentin Ndjantou Mbitcha,,,,360,4.0,
Quilindschy Hartman,,,632.1155713363607,1337,14.9,722.8
Quincy Promes,369.4071710140877,,,1583,17.6,386.0
Quini,,,578.2990596699497,4213,46.8,541.1666666666666
Quique,195.48338562786444,,,657,7.300000000000001,41.3
Rabbi Matondo,265.19110924035687,,,1571,17.4,135.3
Rabby Nzingoula,,366.3478365941148,,1873,20.900000000000002,210.7
Rachad Fettal,,,,17,0.2,
Rachid Alioui,438.14576403776744,,,2830,31.499999999999996,482.25
Rachid Ghezzal,373.66803330850234,,,2719,30.3,351.3
Racine Coly,,,647.5089150063881,1786,19.9,517.0333333333333
Radamel Falcao,505.7944451292369,,,6547,72.7,613.925
Rade Krunić,446.9658315823473,452.74424918411773,,7792,86.5,459.01666666666665
Radja Nainggolan,504.26433801157276,,,8538,94.9,591.95
Radu Drăgușin,,,547.784102697617,4505,50.1,387.25
Rafa Marín,,,611.6729785689067,3744,41.6,662.15
Rafa Mir,425.07018318110676,,,8435,93.7,542.62
Rafa Navarro,,,,134,1.5,
Rafa Soares,,,637.1495824251931,1569,17.4,765.8
Rafael,,,672.7710962827824,3535,39.300000000000004,579.2333333333333
Rafael Bauza,,,,183,2.0,
Rafael Borré,428.2369383294362,,,4447,49.4,467.4666666666667
Rafael Czichos,,,696.4236827275812,5868,65.2,862.8666666666667
Rafael Gonçalves,,,,239,2.7,
Rafael Leão,628.4100821285831,,,15323,170.2,836.4375
Rafael Ratão,465.7938597717371,,,1851,20.6,600.4
Rafael Tolói,,,642.5099140812335,14991,166.6,640.175
Rafał Kurzawa,,,,239,2.7,
Raffael,524.902257820551,,,2678,29.7,703.5
Raffaele Maiello,,398.50125976065334,,2043,22.7,292.9
Raffaele Palladino,,,,231,2.6,
Rafik Belghali,,,425.0709862730748,1105,12.3,98.6
Rafik Guitane,,,,16,0.2,
Rafik Messali,,,723.818357904014,651,7.3,837.5
Rafik Zekhnini,,,,11,0.1,
Rafiki Said,,,,122,1.4,
Rafinha,576.9142599947805,622.1633056456393,609.1611771892021,8946,99.5,632.1333333333333
Ragnar Ache,558.1756478815302,,,986,11.0,809.9
Ragnar Klavan,,,533.8247025753938,5805,64.6,257.65
Raheem Sterling,651.0307419772913,,,17040,189.3,831.1875
Rahim Bonkano,,,614.6581053267251,1324,14.7,668.4
Rai Vloet,,,,122,1.4,
Raimane Daou,,,,25,0.3,
Raimonds Krollis,,,,36,0.4,
Rajiv van La Parra,185.2637723821641,,,2542,28.2,61.5
Rajko Brežančić,,,,67,0.7,
Ramadan Sobhi,281.3983152579445,,,1317,14.700000000000001,148.8
Raman Chibsah,,283.9645994275104,,3670,40.7,75.05000000000001
Ramiro Funes Mori,,,549.2358459308558,3928,43.6,425.6333333333334
Ramiro Guerra,,,,71,0.8,
Ramon Azeez,,267.8908700184816,,1462,16.2,60.0
Ramon Hendriks,,,551.1992293056064,1883,20.9,401.8
Ramy Bensebaini,,,704.8329300255575,16165,179.6,793.3666666666667
Ramzi Aya,,,,135,1.5,
Ramón Martínez,,,,363,4.0,
Ramón Sosa,,,,295,3.3,
Ramón Terrats,449.5862732713084,641.492027205349,,3450,38.4,722.6333333333333
Randal Kolo Muani,502.4758991310175,,,12505,139.1,612.5666666666667
Randy Nteka,230.36211745800404,,,4056,45.1,104.25
Rani Khedira,,279.48714515789334,664.2230408180179,20403,226.70000000000002,291.23333333333335
Ransford Königsdörffer,257.8680828564388,,,1019,11.3,172.5
Raoul Bellanova,,,358.3332042099588,9532,105.89999999999999,49.3
Raphael Dwamena,,,,222,2.5,
Raphael Framberger,,,681.8517602530259,4983,55.4,752.6
Raphael Le Guen,,,,5,0.1,
Raphaël Guerreiro,469.11457995049335,,501.27614219081863,13898,154.3,277.25
Raphaël Varane,,,520.7982560171024,15730,174.8,306.62857142857143
Raphinha,702.6943592436752,,,14411,160.1,865.5428571428572
Rareş Ilie,,,,161,1.7000000000000002,
Rareș-Cătălin Burnete,,,,36,0.4,
Rasmus Carstensen,,,607.5664476939324,1659,18.4,613.0
Rasmus Højlund,464.0904431902352,,,7189,80.0,584.6
Rasmus Kristensen,,,633.5053911399885,7182,79.8,644.45
Rasmus Nicolaisen,,,628.976852094256,7795,86.6,585.35
Rassoul Ndiaye,427.0606672456383,352.1398385677304,,2761,30.6,253.4333333333333
Rav van den Berg,,,547.7157333536303,500,5.6,403.1
Ravel Morrison,,,,13,0.1,
Rayan Aït-Nouri,,,544.981899252377,11476,127.5,404.0333333333333
Rayan Cherki,663.9404689333509,,,7753,86.2,822.4
Rayan Fofana,459.33967992791526,,,532,5.8999999999999995,584.8
Rayan Philippe,442.0149727243153,,,1042,11.5,590.6
Rayan Raveloson,,260.74938893379294,590.9239295871812,3155,35.0,240.8
Rayan Souici,,,,17,0.2,
Raúl,469.7186421536762,,,2745,30.5,641.3000000000001
Raúl Albentosa,,,513.7567073585942,1748,19.4,116.4
Raúl Albiol,,,515.0988308027966,18975,210.9,273.75
Raúl Asencio,,,525.8542695567393,2524,28.1,361.9
Raúl Bobadilla,215.0980392156863,,,449,5.0,85.7
Raúl Chasco,,,,130,1.4,
Raúl García,397.0456992548843,,576.7358298791403,17179,190.8,436.51000000000005
Raúl Guti,,251.77183469986437,,5606,62.300000000000004,88.16666666666667
Raúl Jiménez,424.87760607350344,,,15846,176.1,522.575
Raúl Moro,510.9170854488463,,,2553,28.3,601.9
Raúl Navas,,,625.3879739921388,3980,44.3,576.8000000000001
Raúl Parra,,,,398,4.4,
Raúl Torrente,,,604.6562043542007,2532,28.1,670.7
Raúl de Tomás,380.99935388275173,,,8901,98.8,436.73999999999995
Recio,225.37646790414675,408.9191839554087,,5426,60.3,288.90000000000003
Reda Belahyane,,417.375917936727,,2448,27.2,389.3
Reda Khadra,299.7962841840143,,,1654,18.5,163.0
Redwan Bourles,,,,16,0.2,
Reece Burke,,,604.2834567492712,1660,18.4,683.3
Reece James,,,575.8213365434036,9843,109.4,529.5666666666667
Reece Oxford,,,748.5856785722376,5493,61.0,802.35
Reinhold Yabo,183.35176735824868,,,647,7.2,38.6
Reinier,439.43684491917816,,,2125,23.700000000000003,443.4
Reinildo Mandava,,,681.8211302230201,10760,119.5,793.2875
Reiss Nelson,470.90140938270997,,,2532,28.1,558.9
Rekeem Harper,,,,53,0.6000000000000001,
Remi Oudin,405.3730375705553,,,12167,135.1,390.54285714285714
Remo Freuler,,550.8491924568796,556.80722732552,22277,247.6,601.0666666666667
Renan Lodi,,,570.561581999818,8155,90.5,500.21999999999997
Renato Sanches,474.01808637284256,668.389085592949,,6552,72.8,736.6166666666667
Renato Steffen,343.0263068238413,,,6280,69.7,373.14
Renato Tapia,,312.16680713160764,766.4500305658844,9325,103.6,673.8
Renato Veiga,,,616.4192639149368,3016,33.5,618.2666666666667
Renaud Cohade,,598.2720436392958,,4062,45.1,706.45
Renaud Emond,,,,836,9.2,
Renaud Ripart,322.86250058831513,359.4924612536968,,11300,125.5,235.28000000000003
Rene Krhin,,220.68981552186267,,2696,29.9,10.75
Rey Manaj,247.18681178765212,,,1768,19.6,103.8
Rhian Brewster,127.74688057041,,,1474,16.3,17.8
Rhys Healey,,,,116,1.2999999999999998,
Rhys Norrington-Davies,,,,110,1.2,
Rhys Williams,,,477.08187250164184,661,7.3,196.6
Riad Bajić,,,,80,0.9,
Riad Nouri,247.66638298047,,,1693,18.8,51.2
Ricard Artero,,,,133,1.5,
Ricard Sánchez,,,404.02214774292344,2325,25.8,75.4
Ricardo Centurión,,,,54,0.6,
Ricardo Mangas,,,426.5620051888753,2353,26.1,67.6
Ricardo Pepi,115.88975212726602,,,572,6.4,2.2
Ricardo Pereira,,,744.2853699779092,8435,93.7,940.78
Ricardo Rodríguez,,,501.8998529362277,17642,196.2,236.2875
Ricardo Visus,,,,166,1.8,
Riccardo Calafiori,,,612.6902500756225,4968,55.1,599.4
Riccardo Ciervo,,,,227,2.5,
Riccardo Doratiotto,,,,78,0.9,
Riccardo Fiamozzi,,,440.0400765324317,620,6.9,105.9
Riccardo Gagliolo,,,703.9498898486418,8743,97.0,839.15
Riccardo Improta,,,445.65374190476933,2335,25.9,82.8
Riccardo Ladinetti,,,,127,1.4,
Riccardo Marchizza,,,374.72779152219636,4338,48.2,41.699999999999996
Riccardo Meggiorini,170.72011145155113,,,2334,25.9,50.5
Riccardo Montolivo,,555.294885381496,,1087,12.1,694.5
Riccardo Orsolini,495.18771308991955,,,15633,173.7,628.7125
Riccardo Pagano,,,,51,0.6,
Riccardo Saponara,605.1063277796216,,,6195,68.9,785.1600000000001
Riccardo Sottil,315.99587073842395,,,6460,72.0,261.62857142857143
Riccardo Stivanello,,,,45,0.5,
Richairo Živković,,,,112,1.2,
Richarlison,524.7484530737239,,,18230,202.6,662.2
Richie Sagrado,,,,140,1.6,
Rick Karsdorp,,,481.5939457262866,8003,88.89999999999999,179.57999999999998
Rick van Drongelen,,,651.9114267675444,1440,16.0,472.3
Ricky Jade-Jones,,,,70,0.8,
Ricky Álvarez,,,,267,3.0,
Rico Henry,,,402.52612193875484,7233,80.39999999999999,76.26666666666667
Rico Lewis,,,405.962560230734,3832,42.5,99.53333333333335
Ridgeciano Haps,,,428.9163396774524,4198,46.6,166.20000000000002
Ridle Baku,328.48969580883613,298.57674028295014,566.3693494131293,16947,188.4,361.76666666666665
Riechedly Bazoer,,247.93729127578456,,592,6.6,31.0
Rio Ngumoha,,,,53,0.6,
Riqui Puig,527.6728645200409,467.3459336872362,,1445,16.0,637.6
Ritsu Doan,445.18113042347585,,383.6487534911052,11618,129.1,415.76000000000005
Riyad Idrissi,,,565.404090494039,563,6.3,440.5
Riyad Mahrez,693.8562128770668,,,11604,128.9,916.4499999999999
Riza Durmisi,,,406.31112474739933,2566,28.5,21.7
Rob Holding,,,628.8304119550183,6179,68.7,614.9833333333333
Robbie Brady,413.0551112700411,401.1916823313717,,3503,38.9,415.79999999999995
Rober,,,635.2338142392871,8389,93.1,662.4
Rober Correa,,,489.79336585300354,2065,22.9,228.3
Robert Andrich,,487.66064171943964,645.8077222182001,13745,152.8,539.3857142857142
Robert Bauer,,,687.8762851031189,2678,29.700000000000003,691.95
Robert Berić,609.3131886049528,,,2630,29.299999999999997,773.75
Robert Glatzel,,,,479,5.3,
Robert Gumny,,,517.6340077710012,6416,71.2,291.525
Robert Ibáñez,310.17249039734605,,,706,7.8,192.7
Robert Lewandowski,749.4058104411447,,,22254,247.3,954.0111111111112
Robert Skov,237.0705370021375,,438.46148056527113,7821,86.9,110.08
Robert Snodgrass,562.5879889610825,285.32217404001324,,4260,47.4,519.8000000000001
Robert Tesche,,,,349,3.9,
Robert Wagner,,,,445,4.9,
Robert Žulj,,,,208,2.3,
Roberto Arroyo,,,,15,0.2,
Roberto Firmino,646.6542665384771,,,13399,148.9,881.9499999999999
Roberto Férnandez,354.49831824509465,,,2814,31.200000000000003,376.95
Roberto Gagliardini,,508.8027775454025,,11083,123.2,554.9125
Roberto González,,,,189,2.1,
Roberto Inglese,375.8711596278806,,,6089,67.6,393.725
Roberto Insigne,526.2261688386517,,,1599,17.8,673.8
Roberto López,498.35209687070466,,,981,10.9,626.6
Roberto Massimo,,,363.79554380806775,1718,19.0,91.15
Roberto Navarro,408.37928952113333,,,4322,48.0,383.56666666666666
Roberto Pereyra,394.94350447212645,,318.68786301643536,15484,171.9,337.34285714285716
Roberto Piccoli,382.31250980617125,,,7191,79.7,382.62
Roberto Rosales,,,638.692336467821,6743,74.9,633.8333333333334
Roberto Soldado,450.134303741771,,,4449,49.5,550.5
Roberto Soriano,403.5274041054593,622.7553587049506,,12763,141.7,459.8
Roberto Torres,390.14221475929816,,,5431,60.3,386.1333333333334
Robin Bormuth,,,605.7870523089324,797,8.8,426.1
Robin Fellhauer,,,584.9750793440315,1297,14.4,506.8
Robin Gosens,,,605.5639365561051,16152,179.5,519.088888888889
Robin Hack,451.47057213311433,,,5201,57.9,493.8666666666666
Robin Hranáč,,,509.0990389117624,1534,17.0,282.3
Robin Knoche,,,610.3117615625443,17288,192.1,546.5428571428572
Robin Koch,,,628.609165795704,19141,212.7,509.6444444444444
Robin Le Normand,,,521.236044549337,17161,190.7,355.74285714285713
Robin Quaison,426.1558773883432,,,7681,85.39999999999999,511.6
Robinio Vaz,,,,454,5.0,
Robson Bambu,,,561.6635719805777,1046,11.6,337.6
Rocco Reitz,,537.4740425796417,,5388,59.8,650.0
Rodri,253.61398922214585,592.5487901184771,,24638,273.8,547.2916666666666
Rodrigo,569.4032784948287,,,12580,139.8,758.5666666666666
Rodrigo Abajas,,,,65,0.7,
Rodrigo Battaglia,,210.88252554340482,482.1153493489822,4357,48.4,82.7
Rodrigo Becão,,,644.0614303343301,10607,117.9,710.65
Rodrigo Bentancur,,565.044698836893,724.7455356512372,15180,168.8,693.11
Rodrigo De Paul,588.700809631587,819.2257693419472,,19786,220.0,871.5625
Rodrigo Ely,,,534.2856487783467,8865,98.6,339.275
Rodrigo Gomes,,,518.9279297898579,1141,12.7,325.0
Rodrigo Mendoza,264.07824598348014,,,659,7.3,184.0
Rodrigo Muniz,628.8804305486308,,,2909,32.3,851.7
Rodrigo Palacio,408.82234999534717,,,9413,104.6,470.375
Rodrigo Ribeiro,,,,17,0.2,
Rodrigo Riquelme,419.2741390166355,,403.7426919225701,4811,53.4,362.675
Rodrigo Tarín,,,501.68637810150005,2380,26.5,236.7
Rodrigo Zalazar,603.7251405906934,,,1321,14.7,823.3
Rodrygo,514.8063046558739,,,10846,120.3,681.7857142857143
Roger Assalé,346.851744756928,,,1359,15.1,367.2
Roger Hinojo,,,,9,0.1,
Roger Ibanez,,,684.7374108432697,8697,96.60000000000001,816.45
Roger Martí,365.63880490310913,,,12083,134.3,395.9625
Roger Martínez,,,,237,2.7,
Rogério,,,521.8968595315577,12105,134.6,251.72857142857143
Roland Sallai,485.4578904170851,,,7789,86.5,535.2666666666667
Rolando,,,538.7818075531666,3315,36.8,141.3
Rolando Aarons,104.46211343794336,,,656,7.2,4.7
Rolando Mandragora,,515.8562888134715,,18376,204.2,568.9222222222222
Roli Pereira de Sa,,382.6217679773214,,635,7.1000000000000005,266.5
Romain Amalfitano,,423.0379010738414,,7036,78.1,331.3333333333333
Romain Danzé,,,502.71813693804256,681,7.6,54.1
Romain Del Castillo,459.7790945335592,,,10769,119.5,491.55
Romain Esse,,,,182,2.0,
Romain Faivre,531.79040881208,,,9604,106.6,612.35
Romain Genevois,,,655.5403701581499,2165,24.1,388.4
Romain Hamouma,480.19686769055784,,,8031,89.2,547.4
Romain Métanire,,,,313,3.5,
Romain Perraud,,,535.4496543148383,11790,131.0,329.7
Romain Philippoteaux,277.3156868526635,,,2813,31.4,134.0
Romain Saïss,,,774.5039460777496,8966,99.7,934.675
Romain Thomas,,,610.9194962345682,12791,142.1,427.88
Romaine Mundle,,,,178,2.0,
Romaine Sawyers,,266.08919968156295,,1487,16.5,75.3
Roman Dixon,,,,90,1.0,
Roman Yaremchuk,379.4312008189792,,,928,10.3,418.5
Romano Floriani,,,378.247082639413,736,8.2,39.1
Romano Schmid,473.62880986219017,584.050533544897,,9446,105.0,567.4399999999999
Romario Benzar,,,,97,1.1,
Romelu Lukaku,594.7708799036634,,,19599,217.7,788.55
Rominigue Kouamé,,392.18857182950524,,6651,73.9,295.2
Roméo Lavia,,389.50165726660094,,3159,35.2,333.55
Ronald Araújo,,,535.0821639510818,9220,102.4,404.43333333333334
Ronaldo Vieira,,304.77209457691345,,3970,44.199999999999996,151.425
Ronaël Pierre-Gabriel,,,653.3564404167522,8439,93.7,621.0166666666667
Ronnie Edwards,,,,12,0.1,
Ronny Rodelin,302.9079288732117,,,3949,43.900000000000006,234.7
Rony Lopes,486.7527664663587,,,8723,96.9,535.725
Roony Bardghji,,,,247,2.7,
Roque Mesa,,470.1333650417723,,8233,91.6,508.8
Ross Barkley,622.6200396975572,715.0147299641925,,8509,94.6,852.5833333333334
Ross Stewart,,,,389,4.3,
Rouwen Hennings,451.6979356139241,,,4292,47.7,548.25
Royce Openda,,,,16,0.2,
Ruan,,,641.7115919168419,3441,38.2,695.1500000000001
Ruan Levine,,,,24,0.3,
Ruben Aguilar,,,642.104147790271,15886,176.5,559.5555555555555
Ruben Gabrielsen,,,457.11229011271513,656,7.3,75.2
Ruben Kluivert,,,,288,3.2,
Ruben Lendinez,,,,148,1.6,
Ruben Loftus-Cheek,429.4397921441099,523.7884680425022,,11913,132.4,504.7625
Ruben Vargas,455.2277732437738,,,11065,123.0,527.5
Rubén,,,641.1239309656877,1366,15.2,787.2
Rubén Alcaraz,,412.42370730839974,,13350,148.4,386.23333333333335
Rubén Castro,,,,359,4.0,
Rubén Duarte,,,652.6376505470827,14617,162.5,729.4333333333334
Rubén García,404.75919802444577,,,13342,148.3,455.6857142857143
Rubén Pardo,,728.9838985833569,,1806,20.2,916.7
Rubén Peña,150.49434149981346,,595.3423965830588,11703,130.0,470.34285714285716
Rubén Pérez,,330.18637412344316,,7184,79.9,181.5
Rubén Rochina,,711.3611370432507,,5973,66.4,897.975
Rubén Sobrino,282.8942919026182,,,9942,110.5,195.16666666666666
Rudy Kohon,,,,64,0.7,
Rudy Matondo,,226.79246730979472,,620,6.9,20.1
Rui Fonte,196.24542124542128,,,627,7.0,57.0
Rui Modesto,,,621.298674790477,727,8.1,618.6
Ruslan Malinovskyi,697.9453049824223,538.6061587980705,,10001,111.1,744.157142857143
Ryad Boudebouz,444.40764703628895,729.4757970569736,,7116,79.0,538.4666666666667
Ryan Babel,591.8543391704181,,,1251,13.9,846.5
Ryan Bennett,,,566.7603721120637,3997,44.4,414.6
Ryan Bertrand,,,494.9794327224421,10972,121.89999999999999,171.175
Ryan Christie,285.5449240847495,693.7391873069778,,7154,79.5,652.6
Ryan Fraser,443.495522487156,,,10249,114.0,486.3
Ryan Fredericks,,,550.2964346139911,4732,52.6,485.1
Ryan Giles,,,424.36201444188407,503,5.6,102.2
Ryan Gravenberch,309.2681982571599,544.1580674779601,,6548,72.8,555.3
Ryan Kent,,,,245,2.7,
Ryan Manning,,,522.2922205979664,1462,16.2,340.8
Ryan One,,,,8,0.1,
Ryan Rodin,,,,23,0.3,
Ryan Sessegnon,532.84425147785,,569.3606972167886,7780,86.4,540.0
Ryan Shawcross,,,630.3482822855187,2371,26.3,464.1
Ryan Yates,,331.2157493835927,,6051,67.2,196.5666666666667
Ryder Matos,140.95036197174977,,,1161,12.9,30.8
Rémi Walter,,349.2126265197424,,2374,26.5,174.86666666666667
Rémy Cabella,601.950664467852,,,10679,118.69999999999999,697.26
Rémy Dugimont,,,,113,1.3,
Rémy Labeau Lascary,442.3022035305645,,,1125,12.6,479.3
Róbert Mazáň,,,,171,1.9,
Rômulo,410.3978083461107,597.1552439739535,335.3119769033741,7912,87.80000000000001,387.96
Rúben Dias,,,522.0023500862508,13779,153.1,352.84999999999997
Rúben Neves,,501.335576968875,748.7487176092928,14418,160.2,633.6
Rúben Semedo,,,768.4086434171963,1081,12.0,956.1
Rúben Vezo,,,659.5199302260942,10436,116.0,762.64
Rúben Vinagre,,383.60825566793915,604.0032597694218,1843,20.4,387.0
Răzvan Marin,,642.7577036470541,,11543,128.2,830.24
Saad El Haddad,,,,30,0.3,
Saba Goglichidze,,,577.7290872812428,2961,32.9,466.6
Saba Sazonov,,,,356,4.0,
Sabin Merino,,,,747,8.4,
Sabit Abdulai,,,,60,0.7,
Sacha Boey,,,529.3612244882689,3338,37.1,363.70000000000005
Sacha Delaye,,,,411,4.5,
Sada Thioub,346.5640954730989,,403.71416883086425,7250,80.7,165.2
Sadibou Sané,,,703.9543992416363,1436,16.0,798.95
Sadio Mané,701.8407353259205,,,15068,167.3,928.1666666666666
Sael Kumbedi,,,561.8901595935126,4033,44.9,397.2
Said El Mala,787.5398289742975,,,727,8.1,973.7
Saido Berahino,209.71394212317375,,,494,5.5,87.9
Saidou Sow,,,667.9318393230341,4525,50.3,667.8
Saidy Janko,,,564.4736506355033,3776,42.0,337.73333333333335
Salem Al-Dawsari,,,,34,0.4,
Salif Sané,,,753.9623605737928,7690,85.4,895.4
Salih Uçan,,,,259,2.9,
Salih Özcan,,402.5307511403616,,8879,98.6,347.5
Salim Ben Seghir,,,,7,0.1,
Salim El Jebari,,,,13,0.1,
Saliou Ciss,,,,144,1.6,
Salis Abdul Samed,,279.6820479278242,,7403,82.4,96.575
Salomon Kalou,453.60070926170596,,,4670,51.8,543.5
Salomón Rondón,333.3175730296362,,,7301,81.1,322.95
Salva Sevilla,,719.020004601844,,4075,45.2,915.65
Salvador Ferrer,,,578.0554979878481,2821,31.3,480.55
Salvatore Bocchetti,,,,303,3.4,
Salvatore Esposito,,456.4954985070224,,971,10.8,456.6
Salvatore Molina,,484.4480394265363,,2544,28.2,600.0
Salvi,218.30580121865617,,,3846,42.7,70.43333333333334
Sam Baldock,,,,32,0.4,
Sam Beukema,,,527.9953296282979,6327,70.3,325.5
Sam Byram,,,747.4982082041188,2576,28.700000000000003,964.75
Sam Clucas,,375.49277180501525,,2044,22.7,298.3
Sam Curtis,,,,28,0.3,
Sam Field,,408.2200580446194,,599,6.7,386.6
Sam Gallagher,,,,34,0.4,
Sam Greenwood,,,,661,7.300000000000001,
Sam Lammers,241.3447972427388,,,2829,31.3,97.5
Sam McQueen,,,,148,1.6,
Sam Morsy,,349.22411131298395,,2751,30.6,240.0
Sam Surridge,,,,363,4.0,
Sam Vokes,367.58095904881554,,,1913,21.299999999999997,396.4
Saman Ghoddos,392.3448255108162,,560.7532598952017,3472,38.6,426.23333333333335
Sambou Sissoko,,,,208,2.4,
